pair_key,owner_note_snapshot,resolution_status,decision_status,decision_id,owner_disposition,owner_decided_by,owner_decided_on,evidence_fingerprint,generated_assessment,cedar_uid,entity_name,entity_class,business_uid,business_name,business_identifiers,relationship_meaning,evidence_urls,evidence_status,supporting_ledger_rows_json,verification_protocol
CE-0008W-GW|CB-1005661,,UNRESOLVED,,,,,,9f23653926025f524a911a622314b0e279333304b821ff290c6e17e768b6d72b,WEAK_OR_INSUFFICIENT_EVIDENCE_ONLY,CE-0008W-GW,"Far West, Inc.",Alaska Native Village Corporation,CB-1005661,"FAR WEST, INC.",CAGE:4P2F1 | UEI:F7BANR2GYNM4,(none) via need_v6 tier C: WEAK_ATTRIBUTION_TO_OTHER_ENTITY,https://search.certifications.sba.gov/,CAGE:4P2F1 url=HOST_ROOT_ONLY quarantined=Y/KEEP excluded=no,"[{""attribution_method"": ""need_v6"", ""canonical_name"": """", ""cedar_uid"": """", ""confidence_tier"": ""C"", ""crossgov_name_collision_basis"": """", ""crossgov_name_collision_disposition"": """", ""crossgov_name_collision_flag"": """", ""crossgov_name_collision_proposed_entity_id"": """", ""entity_class"": ""TRIBAL_UNCROSSWALKED_SBA"", ""evidence_source_file"": """", ""evidence_url"": ""https://search.certifications.sba.gov/"", ""evidence_url_integrity"": """", ""exclusion_evidence"": """", ""exclusion_id"": """", ""identifier"": ""4P2F1"", ""identifier_type"": ""CAGE"", ""is_authority"": """", ""joint_ownership_flag"": """", ""joint_ownership_note"": """", ""legal_business_name"": ""FAR WEST, INC."", ""method_quarantined"": ""Y"", ""prime_dollars_M"": ""0.0"", ""quarantine_disposition"": ""KEEP"", ""quarantine_disposition_basis"": ""ledger tier C - already non-attributing; 40_build_prime_contracts.py never keys it"", ""source_file"": ""need_v6_geocoded.csv"", ""state"": ""AK"", ""tier_rationale"": ""NEED v6 attribution - review"", ""tribe_id"": """", ""verified_date"": ""2026-04-30""}]","cage.dla.mil: paste CAGE 4P2F1; expect the registrant to be Far West, Inc. itself, not a subsidiary or parent"
CE-0008X-PN|CB-1000681,,UNRESOLVED,,,,,,76c626983e619eb81ae3d74c0d77867b102239d517694e7700b35f6480d84333,WEAK_OR_INSUFFICIENT_EVIDENCE_ONLY,CE-0008X-PN,"Gana-A'Yoo, Ltd.",Alaska Native Village Corporation,CB-1000681,"GANA-A' YOO, LIMITED",CAGE:02JD6 | UEI:K3KWSY8WY8L5,(none) via need_v6 tier C: WEAK_ATTRIBUTION_TO_OTHER_ENTITY,https://search.certifications.sba.gov/,CAGE:02JD6 url=HOST_ROOT_ONLY quarantined=Y/KEEP excluded=no,"[{""attribution_method"": ""need_v6"", ""canonical_name"": """", ""cedar_uid"": """", ""confidence_tier"": ""C"", ""crossgov_name_collision_basis"": """", ""crossgov_name_collision_disposition"": """", ""crossgov_name_collision_flag"": """", ""crossgov_name_collision_proposed_entity_id"": """", ""entity_class"": ""TRIBAL_UNCROSSWALKED_SBA"", ""evidence_source_file"": """", ""evidence_url"": ""https://search.certifications.sba.gov/"", ""evidence_url_integrity"": """", ""exclusion_evidence"": """", ""exclusion_id"": """", ""identifier"": ""02JD6"", ""identifier_type"": ""CAGE"", ""is_authority"": """", ""joint_ownership_flag"": """", ""joint_ownership_note"": """", ""legal_business_name"": ""GANA-A' YOO, LIMITED"", ""method_quarantined"": ""Y"", ""prime_dollars_M"": ""0.0"", ""quarantine_disposition"": ""KEEP"", ""quarantine_disposition_basis"": ""ledger tier C - already non-attributing; 40_build_prime_contracts.py never keys it"", ""source_file"": ""need_v6_geocoded.csv"", ""state"": ""AK"", ""tier_rationale"": ""NEED v6 attribution - review"", ""tribe_id"": """", ""verified_date"": ""2026-04-30""}]","cage.dla.mil: paste CAGE 02JD6; expect the registrant to be Gana-A'Yoo, Ltd. itself, not a subsidiary or parent"
CE-0008Y-WE|CB-1001911,,UNRESOLVED,,,,,,b2602d31d25ac4d609b6c711962a7b24aa8316ec00f1e88991bad2b502ead2a2,WEAK_OR_INSUFFICIENT_EVIDENCE_ONLY,CE-0008Y-WE,"Goldbelt, Incorporated",Alaska Native Village Corporation,CB-1001911,"GOLDBELT, INCORPORATED",UEI:P9QQX7RT8E98,(none) via unmatched tier C: WEAK_ATTRIBUTION_TO_OTHER_ENTITY,,UEI:P9QQX7RT8E98 url=MISSING quarantined=N/- excluded=no,"[{""attribution_method"": ""unmatched"", ""canonical_name"": """", ""cedar_uid"": """", ""confidence_tier"": ""C"", ""crossgov_name_collision_basis"": """", ""crossgov_name_collision_disposition"": """", ""crossgov_name_collision_flag"": """", ""crossgov_name_collision_proposed_entity_id"": """", ""entity_class"": """", ""evidence_source_file"": """", ""evidence_url"": """", ""evidence_url_integrity"": """", ""exclusion_evidence"": """", ""exclusion_id"": """", ""identifier"": ""P9QQX7RT8E98"", ""identifier_type"": ""UEI"", ""is_authority"": """", ""joint_ownership_flag"": """", ""joint_ownership_note"": """", ""legal_business_name"": ""Goldbelt Incorporated"", ""method_quarantined"": ""N"", ""prime_dollars_M"": ""0.027"", ""quarantine_disposition"": """", ""quarantine_disposition_basis"": """", ""source_file"": ""master_tribal_entity_registry.csv"", ""state"": ""AK"", ""tier_rationale"": ""No attribution - discovery candidate"", ""tribe_id"": """", ""verified_date"": """"}]","sam.gov entity search: paste UEI P9QQX7RT8E98; expect the legal business name Goldbelt, Incorporated itself"
CE-00093-ZV|CB-1008433,,UNRESOLVED,,,,,,31ca16d0bdf1bab8db455894797fccd921be7e5d9762250923242f22984c19a6,WEAK_OR_INSUFFICIENT_EVIDENCE_ONLY,CE-00093-ZV,Haida Corporation,Alaska Native Village Corporation,CB-1008433,HAIDA CORPORATION,CAGE:4NAK5 | UEI:ZNCWC99LM3J6,CE-0006B-0K via need_v6 tier B: WEAK_ATTRIBUTION_TO_OTHER_ENTITY,https://search.certifications.sba.gov/,CAGE:4NAK5 url=HOST_ROOT_ONLY quarantined=Y/KEEP excluded=no,"[{""attribution_method"": ""need_v6"", ""canonical_name"": ""Tlingit & Haida"", ""cedar_uid"": ""CE-0006B-0K"", ""confidence_tier"": ""B"", ""crossgov_name_collision_basis"": """", ""crossgov_name_collision_disposition"": """", ""crossgov_name_collision_flag"": """", ""crossgov_name_collision_proposed_entity_id"": """", ""entity_class"": ""FEDERAL_AK_VILLAGE"", ""evidence_source_file"": """", ""evidence_url"": ""https://search.certifications.sba.gov/"", ""evidence_url_integrity"": """", ""exclusion_evidence"": """", ""exclusion_id"": """", ""identifier"": ""4NAK5"", ""identifier_type"": ""CAGE"", ""is_authority"": """", ""joint_ownership_flag"": """", ""joint_ownership_note"": """", ""legal_business_name"": ""HAIDA CORP"", ""method_quarantined"": ""Y"", ""prime_dollars_M"": ""0.0"", ""quarantine_disposition"": ""KEEP"", ""quarantine_disposition_basis"": ""deal ledger row deal names this firm alongside the hub"", ""source_file"": ""need_v6_geocoded.csv"", ""state"": ""AK"", ""tier_rationale"": ""NEED v6 attribution - review"", ""tribe_id"": ""AKNF-TLNGHD-00-SEALSK"", ""verified_date"": ""2026-04-30""}]","cage.dla.mil: paste CAGE 4NAK5; expect the registrant to be Haida Corporation itself, not a subsidiary or parent"
CE-0009J-SJ|CB-1009078,,UNRESOLVED,,,,,,b8783bb78b0d954f6493eb02087fd68d3b965910904ef7c662b6331f99a55b84,WEAK_OR_INSUFFICIENT_EVIDENCE_ONLY,CE-0009J-SJ,Kake Tribal Corporation,Alaska Native Village Corporation,CB-1009078,KAKE TRIBAL CORPORATION,UEI:L2G7BMDH5FT3,CE-0009J-SJ via cluster_v3 tier B: QUARANTINED_METHOD_KEEP,,UEI:L2G7BMDH5FT3 url=MISSING quarantined=Y/KEEP excluded=no,"[{""attribution_method"": ""cluster_v3"", ""canonical_name"": ""Kake Tribal Corporation"", ""cedar_uid"": ""CE-0009J-SJ"", ""confidence_tier"": ""B"", ""crossgov_name_collision_basis"": """", ""crossgov_name_collision_disposition"": """", ""crossgov_name_collision_flag"": """", ""crossgov_name_collision_proposed_entity_id"": """", ""entity_class"": ""Federally recognized Alaska Native Village"", ""evidence_source_file"": ""sam_uei_to_tribe_assignment_v3.csv"", ""evidence_url"": """", ""evidence_url_integrity"": ""Reclassified 2026-08-06: this was a local file path, not a retrievable URL. The attribution may still be correct; the claim of web verification was not."", ""exclusion_evidence"": """", ""exclusion_id"": """", ""identifier"": ""L2G7BMDH5FT3"", ""identifier_type"": ""UEI"", ""is_authority"": """", ""joint_ownership_flag"": """", ""joint_ownership_note"": """", ""legal_business_name"": ""KAKE TRIBAL CORPORATION"", ""method_quarantined"": ""Y"", ""prime_dollars_M"": ""0.0"", ""quarantine_disposition"": ""KEEP"", ""quarantine_disposition_basis"": ""rule 7: exact whole-name match to the hub's own official name"", ""source_file"": ""master_tribal_entity_registry.csv"", ""state"": ""AK"", ""tier_rationale"": ""Corrected 2026-08-06: moved from the village government to the ANCSA corporation. Algorithmic name clustering, unreviewed"", ""tribe_id"": ""ANVC-KKTRBL-00"", ""verified_date"": ""2026-04-27""}]",sam.gov entity search: paste UEI L2G7BMDH5FT3; expect the legal business name Kake Tribal Corporation itself
CE-0009K-ZB|CB-1006612,,UNRESOLVED,,,,,,2c0323b11703276affc4e1c1d5e53ab216d13ee8f5c48addb737600b53e87d00,WEAK_OR_INSUFFICIENT_EVIDENCE_ONLY,CE-0009K-ZB,Kaktovik Inupiat Corporation,Alaska Native Village Corporation,CB-1006612,KAKTOVIK INUPIAT CORPORATION,CAGE:48ME2 | UEI:HMJLHPHR61Q1,CE-0009K-ZB via agent_research_one_leg tier B: TIER_B_ATTRIBUTION | CE-0009K-ZB via cross_dataset_propagation:contracting tier B: TIER_B_ATTRIBUTION,,UEI:HMJLHPHR61Q1 url=MISSING quarantined=N/- excluded=no | CAGE:48ME2 url=MISSING quarantined=N/- excluded=no,"[{""attribution_method"": ""agent_research_one_leg"", ""canonical_name"": ""Kaktovik Inupiat Corporation"", ""cedar_uid"": ""CE-0009K-ZB"", ""confidence_tier"": ""B"", ""crossgov_name_collision_basis"": """", ""crossgov_name_collision_disposition"": """", ""crossgov_name_collision_flag"": """", ""crossgov_name_collision_proposed_entity_id"": """", ""entity_class"": ""Federally recognized Alaska Native Village"", ""evidence_source_file"": ""sam_uei_to_tribe_assignment_v3.csv"", ""evidence_url"": """", ""evidence_url_integrity"": ""Reclassified 2026-08-06: this was a local file path, not a retrievable URL. The attribution may still be correct; the claim of web verification was not."", ""exclusion_evidence"": """", ""exclusion_id"": """", ""identifier"": ""HMJLHPHR61Q1"", ""identifier_type"": ""UEI"", ""is_authority"": """", ""joint_ownership_flag"": """", ""joint_ownership_note"": """", ""legal_business_name"": ""Kaktovik Inupiat Corp"", ""method_quarantined"": ""N"", ""prime_dollars_M"": ""0.304"", ""quarantine_disposition"": """", ""quarantine_disposition_basis"": """", ""source_file"": ""master_tribal_entity_registry.csv"", ""state"": ""AK"", ""tier_rationale"": ""Agent-researched 2026-08-06: single evidence leg"", ""tribe_id"": ""ANVC-KKTVKN-00"", ""verified_date"": ""2026-04-27""}, {""attribution_method"": ""cross_dataset_propagation:contracting"", ""canonical_name"": ""Kaktovik Inupiat Corporation"", ""cedar_uid"": ""CE-0009K-ZB"", ""confidence_tier"": ""B"", ""crossgov_name_collision_basis"": """", ""crossgov_name_collision_disposition"": """", ""crossgov_name_collision_flag"": """", ""crossgov_name_collision_proposed_entity_id"": """", ""entity_class"": ""Alaska Native Village Corporation"", ""evidence_source_file"": """", ""evidence_url"": """", ""evidence_url_integrity"": """", ""exclusion_evidence"": """", ""exclusion_id"": """", ""identifier"": ""48ME2"", ""identifier_type"": ""CAGE"", ""is_authority"": """", ""joint_ownership_flag"": """", ""joint_ownership_note"": """", ""legal_business_name"": ""Kaktovik Inupiat Corp"", ""method_quarantined"": ""N"", ""prime_dollars_M"": """", ""quarantine_disposition"": """", ""quarantine_disposition_basis"": """", ""source_file"": ""contracting"", ""state"": """", ""tier_rationale"": ""Corrected 2026-08-26 under docs/ANCSA_OWNERSHIP_RULING.md, Elijah 2026-08-26: moved from the village GOVERNMENT to the ANCSA corporation. Rule 2 - a village government never owns an ANC; rule 1 - an ANCSA operating company is owned by the village corporation. The two names resemble each other by construction, both being named for the same village, and that is not evidence. The village-corporation/village-government link is ASSOCIATION and the association is ANCESTRAL, not membership: a shareholder is not necessarily enrolled in the tribe but necessarily has ancestry. TIER UNCHANGED - a tier is inherited from the source row. || Established in the contracting dataset on 2026-08-06 and absent from the ledger. Propagated, not researched; inherits that dataset's confidence, so tier B."", ""tribe_id"": ""ANVC-KKTVKN-00"", ""verified_date"": """"}]","cage.dla.mil: paste CAGE 48ME2; expect the registrant to be Kaktovik Inupiat Corporation itself, not a subsidiary or parent"
CE-0009B-F3|CB-1003541,,UNRESOLVED,,,,,,fb1eda68666d5828a7da56519d10a270c86bb1c1f620b16b9f1eace6ae165775,WEAK_OR_INSUFFICIENT_EVIDENCE_ONLY,CE-0009B-F3,"Kasigluk, Inc.",Alaska Native Village Corporation,CB-1003541,"KASIGLUK, INC.",CAGE:97JH1 | UEI:XRBBJMBRB1M4,CE-0009B-F3 via need_v6 tier B: QUARANTINED_METHOD_KEEP,https://search.certifications.sba.gov/,CAGE:97JH1 url=HOST_ROOT_ONLY quarantined=Y/KEEP excluded=no,"[{""attribution_method"": ""need_v6"", ""canonical_name"": ""Kasigluk, Inc."", ""cedar_uid"": ""CE-0009B-F3"", ""confidence_tier"": ""B"", ""crossgov_name_collision_basis"": """", ""crossgov_name_collision_disposition"": """", ""crossgov_name_collision_flag"": """", ""crossgov_name_collision_proposed_entity_id"": """", ""entity_class"": ""FEDERAL_AK_VILLAGE"", ""evidence_source_file"": """", ""evidence_url"": ""https://search.certifications.sba.gov/"", ""evidence_url_integrity"": """", ""exclusion_evidence"": """", ""exclusion_id"": """", ""identifier"": ""97JH1"", ""identifier_type"": ""CAGE"", ""is_authority"": """", ""joint_ownership_flag"": """", ""joint_ownership_note"": """", ""legal_business_name"": ""KASIGLUK, INC."", ""method_quarantined"": ""Y"", ""prime_dollars_M"": ""0.0"", ""quarantine_disposition"": ""KEEP"", ""quarantine_disposition_basis"": ""rule 7: exact whole-name match to the hub's own official name"", ""source_file"": ""need_v6_geocoded.csv"", ""state"": ""AK"", ""tier_rationale"": ""Corrected 2026-08-06: moved from the village government to the ANCSA corporation. NEED v6 attribution - review"", ""tribe_id"": ""ANVC-KASIGL-00"", ""verified_date"": ""2026-04-30""}]","cage.dla.mil: paste CAGE 97JH1; expect the registrant to be Kasigluk, Inc. itself, not a subsidiary or parent"
CE-0009G-D0|CB-1007153,,UNRESOLVED,,,,,,b720db92e11f8dd5c977495098f6bef1ee8a6d8e77e58eb64582ab438d96b8c5,WEAK_OR_INSUFFICIENT_EVIDENCE_ONLY,CE-0009G-D0,Kijik Corporation,Alaska Native Village Corporation,CB-1007153,KIJIK CORPORATION,CAGE:43N37 | UEI:CYJUJ5ALTKB5,CE-0009G-D0 via agent_research_one_leg tier B: TIER_B_ATTRIBUTION | (none) via need_v6 tier C: WEAK_ATTRIBUTION_TO_OTHER_ENTITY,https://search.certifications.sba.gov/,UEI:CYJUJ5ALTKB5 url=MISSING quarantined=N/- excluded=no | CAGE:43N37 url=HOST_ROOT_ONLY quarantined=Y/KEEP excluded=no,"[{""attribution_method"": ""agent_research_one_leg"", ""canonical_name"": ""Kijik Corporation"", ""cedar_uid"": ""CE-0009G-D0"", ""confidence_tier"": ""B"", ""crossgov_name_collision_basis"": """", ""crossgov_name_collision_disposition"": """", ""crossgov_name_collision_flag"": """", ""crossgov_name_collision_proposed_entity_id"": """", ""entity_class"": """", ""evidence_source_file"": """", ""evidence_url"": """", ""evidence_url_integrity"": """", ""exclusion_evidence"": """", ""exclusion_id"": """", ""identifier"": ""CYJUJ5ALTKB5"", ""identifier_type"": ""UEI"", ""is_authority"": """", ""joint_ownership_flag"": """", ""joint_ownership_note"": """", ""legal_business_name"": ""Kijik Corporation"", ""method_quarantined"": ""N"", ""prime_dollars_M"": ""0.013"", ""quarantine_disposition"": """", ""quarantine_disposition_basis"": """", ""source_file"": ""master_tribal_entity_registry.csv"", ""state"": ""AK"", ""tier_rationale"": ""Agent-researched 2026-08-06: single evidence leg"", ""tribe_id"": ""ANVC-KIJIKX-00"", ""verified_date"": """"}, {""attribution_method"": ""need_v6"", ""canonical_name"": """", ""cedar_uid"": """", ""confidence_tier"": ""C"", ""crossgov_name_collision_basis"": """", ""crossgov_name_collision_disposition"": """", ""crossgov_name_collision_flag"": """", ""crossgov_name_collision_proposed_entity_id"": """", ""entity_class"": ""TRIBAL_UNCROSSWALKED_SBA"", ""evidence_source_file"": """", ""evidence_url"": ""https://search.certifications.sba.gov/"", ""evidence_url_integrity"": """", ""exclusion_evidence"": """", ""exclusion_id"": """", ""identifier"": ""43N37"", ""identifier_type"": ""CAGE"", ""is_authority"": """", ""joint_ownership_flag"": """", ""joint_ownership_note"": """", ""legal_business_name"": ""KIJIK CORPORATION"", ""method_quarantined"": ""Y"", ""prime_dollars_M"": ""0.0"", ""quarantine_disposition"": ""KEEP"", ""quarantine_disposition_basis"": ""ledger tier C - already non-attributing; 40_build_prime_contracts.py never keys it"", ""source_file"": ""need_v6_geocoded.csv"", ""state"": ""AK"", ""tier_rationale"": ""NEED v6 attribution - review"", ""tribe_id"": """", ""verified_date"": ""2026-04-30""}]","cage.dla.mil: paste CAGE 43N37; expect the registrant to be Kijik Corporation itself, not a subsidiary or parent"
CE-0009H-KS|CB-1013594,,UNRESOLVED,,,,,,40962237467456ba0d33929b977d8eb95100e3b494d6caa4f9e4a2060b254b1d,WEAK_OR_INSUFFICIENT_EVIDENCE_ONLY,CE-0009H-KS,Kikiktagruk Inupiat Corporation,Alaska Native Village Corporation,CB-1013594,KIKIKTAGRUK INUPIAT CORP,UEI:H8ZXCH5PPEQ1,CE-0009H-KS via agent_research_two_leg tier A: TIER_A_ATTRIBUTION_EVIDENCE_URL_DOWNGRADED_BY_INTEGRITY_NOTE,https://,UEI:H8ZXCH5PPEQ1 url=DOWNGRADED_BY_INTEGRITY_NOTE quarantined=N/- excluded=no,"[{""attribution_method"": ""agent_research_two_leg"", ""canonical_name"": ""Kikiktagruk Inupiat Corporation"", ""cedar_uid"": ""CE-0009H-KS"", ""confidence_tier"": ""A"", ""crossgov_name_collision_basis"": """", ""crossgov_name_collision_disposition"": """", ""crossgov_name_collision_flag"": """", ""crossgov_name_collision_proposed_entity_id"": """", ""entity_class"": ""Federally recognized Alaska Native Village"", ""evidence_source_file"": ""sam_uei_to_tribe_assignment_v3.csv"", ""evidence_url"": ""https://"", ""evidence_url_integrity"": ""Reclassified 2026-08-06: this was a local file path, not a retrievable URL. The attribution may still be correct; the claim of web verification was not."", ""exclusion_evidence"": """", ""exclusion_id"": """", ""identifier"": ""H8ZXCH5PPEQ1"", ""identifier_type"": ""UEI"", ""is_authority"": """", ""joint_ownership_flag"": """", ""joint_ownership_note"": """", ""legal_business_name"": ""Kikiktagruk Inupiat Corporation"", ""method_quarantined"": ""N"", ""prime_dollars_M"": ""0.002"", ""quarantine_disposition"": """", ""quarantine_disposition_basis"": """", ""source_file"": ""master_tribal_entity_registry.csv"", ""state"": ""AK"", ""tier_rationale"": ""Agent-researched 2026-08-06: firm-declared parent + retrieved document"", ""tribe_id"": ""ANVC-KKKTGR-00"", ""verified_date"": ""2026-04-27""}]",sam.gov entity search: paste UEI H8ZXCH5PPEQ1; expect the legal business name Kikiktagruk Inupiat Corporation itself
CE-0009N-BX|CB-1011478,,UNRESOLVED,,,,,,486629d6ef8b1239b29ed3cd96c838c331a9291fd3ca7486dbca79fc27ffd272,WEAK_OR_INSUFFICIENT_EVIDENCE_ONLY,CE-0009N-BX,"Klukwan, Inc.",Alaska Native Village Corporation,CB-1011478,"KLUKWAN, INC.",CAGE:4M3J9 | UEI:VNF7P4WBV7F3,CE-00013-QV via need_v6 tier B: WEAK_ATTRIBUTION_TO_OTHER_ENTITY,https://search.certifications.sba.gov/,CAGE:4M3J9 url=HOST_ROOT_ONLY quarantined=Y/KEEP excluded=no,"[{""attribution_method"": ""need_v6"", ""canonical_name"": ""Chilkat"", ""cedar_uid"": ""CE-00013-QV"", ""confidence_tier"": ""B"", ""crossgov_name_collision_basis"": """", ""crossgov_name_collision_disposition"": """", ""crossgov_name_collision_flag"": """", ""crossgov_name_collision_proposed_entity_id"": """", ""entity_class"": ""FEDERAL_AK_VILLAGE"", ""evidence_source_file"": """", ""evidence_url"": ""https://search.certifications.sba.gov/"", ""evidence_url_integrity"": """", ""exclusion_evidence"": """", ""exclusion_id"": """", ""identifier"": ""4M3J9"", ""identifier_type"": ""CAGE"", ""is_authority"": """", ""joint_ownership_flag"": """", ""joint_ownership_note"": """", ""legal_business_name"": ""KLUKWAN, INC."", ""method_quarantined"": ""Y"", ""prime_dollars_M"": ""0.0"", ""quarantine_disposition"": ""KEEP"", ""quarantine_disposition_basis"": ""rule 7: exact whole-name match to the hub's own official name"", ""source_file"": ""need_v6_geocoded.csv"", ""state"": ""AK"", ""tier_rationale"": ""NEED v6 attribution - review"", ""tribe_id"": ""AKNF-CHLKAT-00-SEALSK-TLNGHD"", ""verified_date"": ""2026-04-30""}]","cage.dla.mil: paste CAGE 4M3J9; expect the registrant to be Klukwan, Inc. itself, not a subsidiary or parent"
CE-0009X-V5|CB-1002730,,UNRESOLVED,,,,,,a609c71c3ad849d24d0d31a4f1db5d6743a1d47312d86cd70a5726ade8359d06,WEAK_OR_INSUFFICIENT_EVIDENCE_ONLY,CE-0009X-V5,"Kootznoowoo, Inc.",Alaska Native Village Corporation,CB-1002730,KOOTZNOOWOO INC,CAGE:02RD6 | UEI:XQXMNDTKTDQ4,(none) via need_v6 tier C: WEAK_ATTRIBUTION_TO_OTHER_ENTITY,https://search.certifications.sba.gov/,CAGE:02RD6 url=HOST_ROOT_ONLY quarantined=Y/KEEP excluded=no,"[{""attribution_method"": ""need_v6"", ""canonical_name"": """", ""cedar_uid"": """", ""confidence_tier"": ""C"", ""crossgov_name_collision_basis"": """", ""crossgov_name_collision_disposition"": """", ""crossgov_name_collision_flag"": """", ""crossgov_name_collision_proposed_entity_id"": """", ""entity_class"": ""TRIBAL_UNCROSSWALKED_SBA"", ""evidence_source_file"": """", ""evidence_url"": ""https://search.certifications.sba.gov/"", ""evidence_url_integrity"": """", ""exclusion_evidence"": """", ""exclusion_id"": """", ""identifier"": ""02RD6"", ""identifier_type"": ""CAGE"", ""is_authority"": """", ""joint_ownership_flag"": """", ""joint_ownership_note"": """", ""legal_business_name"": ""KOOTZNOOWOO INC"", ""method_quarantined"": ""Y"", ""prime_dollars_M"": ""0.0"", ""quarantine_disposition"": ""KEEP"", ""quarantine_disposition_basis"": ""ledger tier C - already non-attributing; 40_build_prime_contracts.py never keys it"", ""source_file"": ""need_v6_geocoded.csv"", ""state"": ""AK"", ""tier_rationale"": ""NEED v6 attribution - review"", ""tribe_id"": """", ""verified_date"": ""2026-04-30""}]","cage.dla.mil: paste CAGE 02RD6; expect the registrant to be Kootznoowoo, Inc. itself, not a subsidiary or parent"
CE-000A7-WF|CB-1016099,,UNRESOLVED,,,,,,dc960f5aa44f37a4beffc835924a70f8471c21b45013af4fc4fc7cbade157e56,WEAK_OR_INSUFFICIENT_EVIDENCE_ONLY,CE-000A7-WF,"Kwethluk, Inc.",Alaska Native Village Corporation,CB-1016099,KWETHLUK INCORPORATED,CAGE:8J5F8 | UEI:SB22SQMJFEM3,CE-000A7-WF via need_v6 tier B: QUARANTINED_METHOD_KEEP,https://search.certifications.sba.gov/,CAGE:8J5F8 url=HOST_ROOT_ONLY quarantined=Y/KEEP excluded=no,"[{""attribution_method"": ""need_v6"", ""canonical_name"": ""Kwethluk, Inc."", ""cedar_uid"": ""CE-000A7-WF"", ""confidence_tier"": ""B"", ""crossgov_name_collision_basis"": """", ""crossgov_name_collision_disposition"": """", ""crossgov_name_collision_flag"": """", ""crossgov_name_collision_proposed_entity_id"": """", ""entity_class"": ""FEDERAL_AK_VILLAGE"", ""evidence_source_file"": """", ""evidence_url"": ""https://search.certifications.sba.gov/"", ""evidence_url_integrity"": """", ""exclusion_evidence"": """", ""exclusion_id"": """", ""identifier"": ""8J5F8"", ""identifier_type"": ""CAGE"", ""is_authority"": """", ""joint_ownership_flag"": """", ""joint_ownership_note"": """", ""legal_business_name"": ""KWETHLUK INCORPORATED"", ""method_quarantined"": ""Y"", ""prime_dollars_M"": ""0.0"", ""quarantine_disposition"": ""KEEP"", ""quarantine_disposition_basis"": ""rule 7: exact whole-name match to the hub's own official name"", ""source_file"": ""need_v6_geocoded.csv"", ""state"": ""AK"", ""tier_rationale"": ""Corrected 2026-08-06: moved from the village government to the ANCSA corporation. NEED v6 attribution - review"", ""tribe_id"": ""ANVC-KWTHL1-00"", ""verified_date"": ""2026-04-30""}]","cage.dla.mil: paste CAGE 8J5F8; expect the registrant to be Kwethluk, Inc. itself, not a subsidiary or parent"
