handle,cedar_uid,valid_from,valid_to,status,change_reason,recorded_date
BIE-OJIBWA-00,CE-000GF-AQ,2026-08-29,,current,first recorded binding,2026-08-29
BIE-ONEIDA-00,CE-000GG-GG,2026-08-29,,current,first recorded binding,2026-08-29
BIE-PBLPNT-00,CE-000GH-P9,2026-08-29,,current,first recorded binding,2026-08-29
BIE-PHNSNT-00,CE-000GJ-W2,2026-08-29,,current,first recorded binding,2026-08-29
BIE-PINEHI-00,CE-000GK-2V,2026-08-29,,current,first recorded binding,2026-08-29
BIE-PINERI-00,CE-000GM-8M,2026-08-29,,current,first recorded binding,2026-08-29
BIE-PINONX-00,CE-000GN-ED,2026-08-29,,current,first recorded binding,2026-08-29
BIE-PNSPRN-00,CE-000GP-M6,2026-08-29,,current,first recorded binding,2026-08-29
BIE-PRLRVR-00,CE-000GQ-TZ,2026-08-29,,current,first recorded binding,2026-08-29
BIE-PRRLRN-00,CE-000GR-0R,2026-08-29,,current,first recorded binding,2026-08-29
BIE-PSCHLS-00,CE-000GS-6H,2026-08-29,,current,first recorded binding,2026-08-29
BIE-PYRMD1-00,CE-000GT-CA,2026-08-29,,current,first recorded binding,2026-08-29
BIE-QLTTRB-00,CE-000GV-J3,2026-08-29,,current,first recorded binding,2026-08-29
BIE-RCHFLD-00,CE-000GW-RW,2026-08-29,,current,first recorded binding,2026-08-29
BIE-RCKCRK-00,CE-000GX-YN,2026-08-29,,current,first recorded binding,2026-08-29
BIE-RCKPNT-00,CE-000GY-4E,2026-08-29,,current,first recorded binding,2026-08-29
BIE-RCKYRD-00,CE-000GZ-A7,2026-08-29,,current,first recorded binding,2026-08-29
BIE-RDRCKD-00,CE-000H0-NG,2026-08-29,,current,first recorded binding,2026-08-29
BIE-RDWTRL-00,CE-000H1-V9,2026-08-29,,current,first recorded binding,2026-08-29
BIE-RGHRCK-00,CE-000H2-12,2026-08-29,,current,first recorded binding,2026-08-29
BIE-RIVERS-00,CE-000H3-7V,2026-08-29,,current,first recorded binding,2026-08-29
BIE-SANTAF-00,CE-000H4-DM,2026-08-29,,current,first recorded binding,2026-08-29
BIE-SBDLKB-00,CE-000H5-KD,2026-08-29,,current,first recorded binding,2026-08-29
BIE-SCNDMS-00,CE-000H6-S6,2026-08-29,,current,first recorded binding,2026-08-29
BIE-SCNGWY-00,CE-000H7-ZZ,2026-08-29,,current,first recorded binding,2026-08-29
BIE-SHNTPR-00,CE-000H8-5R,2026-08-29,,current,first recorded binding,2026-08-29
BIE-SHPRC1-00,CE-000H9-BH,2026-08-29,,current,first recorded binding,2026-08-29
BIE-SHPRCK-00,CE-000HA-HA,2026-08-29,,current,first recorded binding,2026-08-29
BIE-SHRMNH-00,CE-000HB-Q3,2026-08-29,,current,first recorded binding,2026-08-29
BIE-SHSHNB-00,CE-000HC-XW,2026-08-29,,current,first recorded binding,2026-08-29
BIE-SLTLMN-00,CE-000HD-3N,2026-08-29,,current,first recorded binding,2026-08-29
BIE-SLTRVR-00,CE-000HE-9E,2026-08-29,,current,first recorded binding,2026-08-29
BIE-SNFLPP-00,CE-000HF-F7,2026-08-29,,current,first recorded binding,2026-08-29
BIE-SNLDFN-00,CE-000HG-N0,2026-08-29,,current,first recorded binding,2026-08-29
BIE-SNSMNT-00,CE-000HH-VS,2026-08-29,,current,first recorded binding,2026-08-29
BIE-SNSTDY-00,CE-000HJ-1J,2026-08-29,,current,first recorded binding,2026-08-29
BIE-SNTRSD-00,CE-000HK-7B,2026-08-29,,current,first recorded binding,2026-08-29
BIE-SNTRSR-00,CE-000HM-D4,2026-08-29,,current,first recorded binding,2026-08-29
BIE-SNWCWY-00,CE-000HN-KX,2026-08-29,,current,first recorded binding,2026-08-29
BIE-SPYKLM-00,CE-000HP-SP,2026-08-29,,current,first recorded binding,2026-08-29
BIE-SQYHHG-00,CE-000HQ-ZF,2026-08-29,,current,first recorded binding,2026-08-29
BIE-STFRNC-00,CE-000HR-58,2026-08-29,,current,first recorded binding,2026-08-29
BIE-STNDN1-00,CE-000HS-B1,2026-08-29,,current,first recorded binding,2026-08-29
BIE-STNDNG-00,CE-000HT-HT,2026-08-29,,current,first recorded binding,2026-08-29
BIE-STSTPH-00,CE-000HV-QK,2026-08-29,,current,first recorded binding,2026-08-29
BIE-TAKINI-00,CE-000HW-XC,2026-08-29,,current,first recorded binding,2026-08-29
BIE-TAOSDA-00,CE-000HX-35,2026-08-29,,current,first recorded binding,2026-08-29
BIE-TBCTYB-00,CE-000HY-9Y,2026-08-29,,current,first recorded binding,2026-08-29
BIE-TCKRLM-00,CE-000HZ-FQ,2026-08-29,,current,first recorded binding,2026-08-29
BIE-THDRJM-00,CE-000J0-T0,2026-08-29,,current,first recorded binding,2026-08-29
BIE-THDRRS-00,CE-000J1-0S,2026-08-29,,current,first recorded binding,2026-08-29
BIE-THNDH1-00,CE-000J2-6J,2026-08-29,,current,first recorded binding,2026-08-29
BIE-TOHAAL-00,CE-000J3-CB,2026-08-29,,current,first recorded binding,2026-08-29
BIE-TOHAJI-00,CE-000J4-J4,2026-08-29,,current,first recorded binding,2026-08-29
BIE-TONALE-00,CE-000J5-RX,2026-08-29,,current,first recorded binding,2026-08-29
BIE-TRTLM2-00,CE-000J6-YP,2026-08-29,,current,first recorded binding,2026-08-29
BIE-TRTLM3-00,CE-000J7-4F,2026-08-29,,current,first recorded binding,2026-08-29
BIE-TRTLM4-00,CE-000J8-A8,2026-08-29,,current,first recorded binding,2026-08-29
BIE-TSBYZH-00,CE-000J9-G1,2026-08-29,,current,first recorded binding,2026-08-29
BIE-TSEIIA-00,CE-000JA-PT,2026-08-29,,current,first recorded binding,2026-08-29
BIE-TSIYAD-00,CE-000JB-WK,2026-08-29,,current,first recorded binding,2026-08-29
BIE-TSNZBS-00,CE-000JC-2C,2026-08-29,,current,first recorded binding,2026-08-29
BIE-TSPYTP-00,CE-000JD-85,2026-08-29,,current,first recorded binding,2026-08-29
BIE-TSPZNT-00,CE-000JE-EY,2026-08-29,,current,first recorded binding,2026-08-29
BIE-TSTSZB-00,CE-000JF-MQ,2026-08-29,,current,first recorded binding,2026-08-29
BIE-TSYKNR-00,CE-000JG-TG,2026-08-29,,current,first recorded binding,2026-08-29
BIE-TTSGHW-00,CE-000JH-09,2026-08-29,,current,first recorded binding,2026-08-29
BIE-TTTPTR-00,CE-000JJ-62,2026-08-29,,current,first recorded binding,2026-08-29
BIE-TWGLRV-00,CE-000JK-CV,2026-08-29,,current,first recorded binding,2026-08-29
BIE-TWNBTT-00,CE-000JM-JM,2026-08-29,,current,first recorded binding,2026-08-29
BIE-TWNSHP-00,CE-000JN-RD,2026-08-29,,current,first recorded binding,2026-08-29
BIE-WAHELU-00,CE-000JP-Y6,2026-08-29,,current,first recorded binding,2026-08-29
BIE-WHTSHL-00,CE-000JQ-4Z,2026-08-29,,current,first recorded binding,2026-08-29
BIE-WIDERU-00,CE-000JR-AR,2026-08-29,,current,first recorded binding,2026-08-29
BIE-WNDDKN-00,CE-000JS-GH,2026-08-29,,current,first recorded binding,2026-08-29
BIE-WNGTHG-00,CE-000JT-PA,2026-08-29,,current,first recorded binding,2026-08-29
BIE-WNGTLM-00,CE-000JV-W3,2026-08-29,,current,first recorded binding,2026-08-29
BIE-WNSLWR-00,CE-000JW-2W,2026-08-29,,current,first recorded binding,2026-08-29
BIE-YKMNTN-00,CE-000JX-8N,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-AKIPTA-00,CE-000JY-EE,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-BAYBAN-00,CE-000JZ-M7,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-BLCKHL-00,CE-000K0-ZG,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-BYBNCR-00,CE-000K1-59,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-CDFNTW-00,CE-000K2-B2,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-CDRGRW-00,CE-000K3-HV,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-CHCKS1-00,CE-000K4-QM,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-CHCKSW-00,CE-000K5-XD,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-CHCTWF-00,CE-000K6-36,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-CHCTWH-00,CE-000K7-9Z,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-CHHLST-00,CE-000K8-FR,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-CHRKNT-00,CE-000K9-NH,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-CHSHBK-00,CE-000KA-VA,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-CKNLTL-00,CE-000KB-13,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-CMMNTY-00,CE-000KC-7W,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-CRSNCM-00,CE-000KD-DN,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-CTZNPT-00,CE-000KE-KE,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-EAGLEB-00,CE-000KF-S7,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-FMBANK-00,CE-000KG-Z0,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-FRBNDS-00,CE-000KH-5S,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-FRCRNR-00,CE-000KJ-BJ,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-FRDRCT-00,CE-000KK-HB,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-FRSTBN-00,CE-000KM-Q4,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-FRSTMR-00,CE-000KN-XX,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-FRSTST-00,CE-000KP-3P,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-FVRVRS-00,CE-000KQ-9F,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-GTWYFR-00,CE-000KR-F8,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-HCHNKC-00,CE-000KS-N1,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-HPCRDT-00,CE-000KT-VT,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-HWCNTR-00,CE-000KV-1K,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-HWFRST-00,CE-000KW-7C,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-HWNLND-00,CE-000KX-D5,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-HYKWFN-00,CE-000KY-KY,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-JMSTWN-00,CE-000KZ-SQ,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-KFDRLC-00,CE-000M0-40,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-KHKFDR-00,CE-000M1-AS,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-LCCRT1-00,CE-000M2-GJ,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-LCHLKF-00,CE-000M3-PB,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-LCLBNK-00,CE-000M4-W4,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-LEIHOO-00,CE-000M5-2X,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-LGCYBN-00,CE-000M6-8P,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-LKSPRR-00,CE-000M7-EF,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-LKTFDR-00,CE-000M8-M8,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-LKTFND-00,CE-000M9-T1,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-LLNTNS-00,CE-000MA-0T,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-LMBGRN-00,CE-000MB-6K,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-LSKGRW-00,CE-000MC-CC,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-LWRBRL-00,CE-000MD-J5,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-MLKCMM-00,CE-000ME-RY,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-MNSTFN-00,CE-000MF-YQ,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-MNTNHM-00,CE-000MG-4G,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-MRCNB1-00,CE-000MH-A9,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-MRCNBN-00,CE-000MJ-G2,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-MRNNGS-00,CE-000MK-PV,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-MVSKKL-00,CE-000MM-WM,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-MZSKWC-00,CE-000MN-2D,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-NCDCFN-00,CE-000MP-86,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-NDNLND-00,CE-000MQ-EZ,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-NMPCMM-00,CE-000MR-MR,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-NRTHRN-00,CE-000MS-TH,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-NRTHW4-00,CE-000MT-0A,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-NTV360-00,CE-000MV-63,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-NVJCMM-00,CE-000MW-CW,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-NXYWCM-00,CE-000MX-JN,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-OWEEST-00,CE-000MY-RE,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-PCFCNR-00,CE-000MZ-Y7,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-PLNTYD-00,CE-000N0-9G,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-PLSVLL-00,CE-000N1-F9,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-PNNCLB-00,CE-000N2-N2,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-PPLSBN-00,CE-000N3-VV,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-PPLSPR-00,CE-000N4-1M,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-PRTNRS-00,CE-000N5-7D,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-SCRTYS-00,CE-000N6-D6,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-SLNDMN-00,CE-000N7-KZ,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-SNCNT1-00,CE-000N8-SR,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-SNCNTN-00,CE-000N9-ZH,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-SNCRL2-00,CE-000NA-5A,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-SPRCRT-00,CE-000NB-B3,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-SQYHFN-00,CE-000NC-HW,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-SSSTN1-00,CE-000ND-QN,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-STHWS1-00,CE-000NE-XE,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-SVRGNB-00,CE-000NF-37,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-TAALAF-00,CE-000NG-90,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-TGCMMN-00,CE-000NH-FS,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-TRTLM1-00,CE-000NJ-NJ,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-TWLNDN-00,CE-000NK-VB,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-WDLNDF-00,CE-000NM-14,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-WDLNDS-00,CE-000NN-7X,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-WHTRT1-00,CE-000NP-DP,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-WNDRVR-00,CE-000NQ-KF,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-WSCNSN-00,CE-000NR-S8,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-WSTWTR-00,CE-000NS-Z1,2026-08-29,,current,first recorded binding,2026-08-29
CDFI-YRKLLN-00,CE-000NT-5T,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000048,CE-000NV-BK,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000049,CE-000NW-HC,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000050,CE-000NX-Q5,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000051,CE-000NY-XY,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000052,CE-000NZ-3Q,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000053,CE-000P0-E0,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000054,CE-000P1-MS,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000055,CE-000P2-TJ,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000056,CE-000P3-0B,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000057,CE-000P4-64,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000058,CE-000P5-CX,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000059,CE-000P6-JP,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000060,CE-000P7-RF,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000061,CE-000P8-Y8,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000062,CE-000P9-41,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000063,CE-000PA-AT,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000064,CE-000PB-GK,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000065,CE-000PC-PC,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000066,CE-000PD-W5,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000067,CE-000PE-2Y,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000068,CE-000PF-8Q,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000069,CE-000PG-EG,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000070,CE-000PH-M9,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000071,CE-000PJ-T2,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000072,CE-000PK-0V,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000073,CE-000PM-6M,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000074,CE-000PN-CD,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000075,CE-000PP-J6,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000076,CE-000PQ-RZ,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000077,CE-000PR-YR,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000078,CE-000PS-4H,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000079,CE-000PT-AA,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000080,CE-000PV-G3,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000081,CE-000PW-PW,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000082,CE-000PX-WN,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000083,CE-000PY-2E,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000084,CE-000PZ-87,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000085,CE-000Q0-KG,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000086,CE-000Q1-S9,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000087,CE-000Q2-Z2,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000088,CE-000Q3-5V,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000089,CE-000Q4-BM,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000090,CE-000Q5-HD,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000091,CE-000Q6-Q6,2026-08-29,,current,first recorded binding,2026-08-29
CEDAR-ENT-000092,CE-000Q7-XZ,2026-08-29,,current,first recorded binding,2026-08-29
CNSF-CPTNGR-BA,CE-000Q8-3R,2026-08-29,,current,first recorded binding,2026-08-29
CNSF-CPTNGR-VJ,CE-000Q9-9H,2026-08-29,,current,first recorded binding,2026-08-29
CNSF-FTHALL-BK,CE-000QA-FA,2026-08-29,,current,first recorded binding,2026-08-29
CNSF-FTHALL-SH,CE-000QB-N3,2026-08-29,,current,first recorded binding,2026-08-29
CNSF-MINNCH-BF,CE-000QC-VW,2026-08-29,,current,first recorded binding,2026-08-29
CNSF-MINNCH-FL,CE-000QD-1N,2026-08-29,,current,first recorded binding,2026-08-29
CNSF-MINNCH-GP,CE-000QE-7E,2026-08-29,,current,first recorded binding,2026-08-29
CNSF-MINNCH-LL,CE-000QF-D7,2026-08-29,,current,first recorded binding,2026-08-29
CNSF-MINNCH-ML,CE-000QG-K0,2026-08-29,,current,first recorded binding,2026-08-29
CNSF-MINNCH-WE,CE-000QH-SS,2026-08-29,,current,first recorded binding,2026-08-29
CNSF-NAVAJO-RM,CE-000QJ-ZJ,2026-08-29,,current,first recorded binding,2026-08-29
CNSF-PSMQDY-IT,CE-000QK-5B,2026-08-29,,current,first recorded binding,2026-08-29
CNSF-PSMQDY-PP,CE-000QM-B4,2026-08-29,,current,first recorded binding,2026-08-29
CNSF-PTTRUT-CD,CE-000QN-HX,2026-08-29,,current,first recorded binding,2026-08-29
CNSF-PTTRUT-IP,CE-000QP-QP,2026-08-29,,current,first recorded binding,2026-08-29
CNSF-PTTRUT-KN,CE-000QQ-XF,2026-08-29,,current,first recorded binding,2026-08-29
CNSF-PTTRUT-KS,CE-000QR-38,2026-08-29,,current,first recorded binding,2026-08-29
CNSF-PTTRUT-SW,CE-000QS-91,2026-08-29,,current,first recorded binding,2026-08-29
CNSF-TEMOAK-BT,CE-000QT-FT,2026-08-29,,current,first recorded binding,2026-08-29
CNSF-TEMOAK-EK,CE-000QV-NK,2026-08-29,,current,first recorded binding,2026-08-29
CNSF-TEMOAK-SF,CE-000QW-VC,2026-08-29,,current,first recorded binding,2026-08-29
CNSF-TEMOAK-WL,CE-000QX-15,2026-08-29,,current,first recorded binding,2026-08-29
CNSS-SHGTCK-TN,CE-000QY-7Y,2026-08-29,,current,first recorded binding,2026-08-29
CNSS-SHGTCK-TR,CE-000QZ-DQ,2026-08-29,,current,first recorded binding,2026-08-29
CNSS-TURTLM-TR,CE-000R0-R0,2026-08-29,,current,first recorded binding,2026-08-29
ITO-ARIZON-00,CE-000R1-YS,2026-08-29,,current,first recorded binding,2026-08-29
ITO-BRSTL1-00,CE-000R2-4J,2026-08-29,,current,first recorded binding,2026-08-29
ITO-CALIFO-00,CE-000R3-AB,2026-08-29,,current,first recorded binding,2026-08-29
ITO-CLFRNN-00,CE-000R4-G4,2026-08-29,,current,first recorded binding,2026-08-29
ITO-CLFRNR-00,CE-000R5-PX,2026-08-29,,current,first recorded binding,2026-08-29
ITO-CLMBRV-00,CE-000R6-WP,2026-08-29,,current,first recorded binding,2026-08-29
ITO-CLTNLR-00,CE-000R7-2F,2026-08-29,,current,first recorded binding,2026-08-29
ITO-CNGRSS-00,CE-000R8-88,2026-08-29,,current,first recorded binding,2026-08-29
ITO-CNTRCT-00,CE-000R9-E1,2026-08-29,,current,first recorded binding,2026-08-29
ITO-CNTRFR-00,CE-000RA-MT,2026-08-29,,current,first recorded binding,2026-08-29
ITO-EDUCAT-00,CE-000RB-TK,2026-08-29,,current,first recorded binding,2026-08-29
ITO-ENERGY-00,CE-000RC-0C,2026-08-29,,current,first recorded binding,2026-08-29
ITO-FFLTDN-00,CE-000RD-65,2026-08-29,,current,first recorded binding,2026-08-29
ITO-FRHWND-00,CE-000RE-CY,2026-08-29,,current,first recorded binding,2026-08-29
ITO-GAMING-00,CE-000RF-JQ,2026-08-29,,current,first recorded binding,2026-08-29
ITO-GRCLTR-00,CE-000RG-RG,2026-08-29,,current,first recorded binding,2026-08-29
ITO-GRTLK1-00,CE-000RH-Y9,2026-08-29,,current,first recorded binding,2026-08-29
ITO-GRTLK2-00,CE-000RJ-42,2026-08-29,,current,first recorded binding,2026-08-29
ITO-GRTLKS-00,CE-000RK-AV,2026-08-29,,current,first recorded binding,2026-08-29
ITO-GRTPL1-00,CE-000RM-GM,2026-08-29,,current,first recorded binding,2026-08-29
ITO-GRTPLN-00,CE-000RN-PD,2026-08-29,,current,first recorded binding,2026-08-29
ITO-HGHRDC-00,CE-000RP-W6,2026-08-29,,current,first recorded binding,2026-08-29
ITO-HLTHBR-00,CE-000RQ-2Z,2026-08-29,,current,first recorded binding,2026-08-29
ITO-HOUSIN-00,CE-000RR-8R,2026-08-29,,current,first recorded binding,2026-08-29
ITO-HSTRCP-00,CE-000RS-EH,2026-08-29,,current,first recorded binding,2026-08-29
ITO-HWNRG1-00,CE-000RT-MA,2026-08-29,,current,first recorded binding,2026-08-29
ITO-KLHMGM-00,CE-000RV-T3,2026-08-29,,current,first recorded binding,2026-08-29
ITO-LBQRQR-00,CE-000RW-0W,2026-08-29,,current,first recorded binding,2026-08-29
ITO-LLPBLG-00,CE-000RX-6N,2026-08-29,,current,first recorded binding,2026-08-29
ITO-LSKFDR-00,CE-000RY-CE,2026-08-29,,current,first recorded binding,2026-08-29
ITO-LSKHLT-00,CE-000RZ-J7,2026-08-29,,current,first recorded binding,2026-08-29
ITO-LSKVLL-00,CE-000S0-XG,2026-08-29,,current,first recorded binding,2026-08-29
ITO-MDWSTL-00,CE-000S1-39,2026-08-29,,current,first recorded binding,2026-08-29
ITO-MDWSTN-00,CE-000S2-92,2026-08-29,,current,first recorded binding,2026-08-29
ITO-MICHIG-00,CE-000S3-FV,2026-08-29,,current,first recorded binding,2026-08-29
ITO-MNNSTG-00,CE-000S4-NM,2026-08-29,,current,first recorded binding,2026-08-29
ITO-MRCNSN-00,CE-000S5-VD,2026-08-29,,current,first recorded binding,2026-08-29
ITO-NAFOAX-00,CE-000S6-16,2026-08-29,,current,first recorded binding,2026-08-29
ITO-NCSRGN-00,CE-000S7-7Z,2026-08-29,,current,first recorded binding,2026-08-29
ITO-NEVADA-00,CE-000S8-DR,2026-08-29,,current,first recorded binding,2026-08-29
ITO-NRGYRS-00,CE-000S9-KH,2026-08-29,,current,first recorded binding,2026-08-29
ITO-NRTHW2-00,CE-000SA-SA,2026-08-29,,current,first recorded binding,2026-08-29
ITO-NRTHWS-00,CE-000SB-Z3,2026-08-29,,current,first recorded binding,2026-08-29
ITO-NTDMCH-00,CE-000SC-5W,2026-08-29,,current,first recorded binding,2026-08-29
ITO-NTDSTH-00,CE-000SD-BN,2026-08-29,,current,first recorded binding,2026-08-29
ITO-NVRNMN-00,CE-000SE-HE,2026-08-29,,current,first recorded binding,2026-08-29
ITO-RBNHLT-00,CE-000SF-Q7,2026-08-29,,current,first recorded binding,2026-08-29
ITO-RCKYMN-00,CE-000SG-X0,2026-08-29,,current,first recorded binding,2026-08-29
ITO-RGHTSF-00,CE-000SH-3S,2026-08-29,,current,first recorded binding,2026-08-29
ITO-RZNGMN-00,CE-000SJ-9J,2026-08-29,,current,first recorded binding,2026-08-29
ITO-SLFGVR-00,CE-000SK-FB,2026-08-29,,current,first recorded binding,2026-08-29
