tribe_id,canonical_name,entity_class,state,funding,federal-register,legislation,deals,nagpra,lobbying,contractors,subcontracting,native-owned-businesses,natural-resources,nonprofits,gaming,collections_present,total_rows
CDFI-EAGLEB-00,Eagle Bank,Native Financial Institution,MT,0,0,0,0,0,3,0,0,0,0,0,0,1,3
BIE-TWNBTT-00,Twin Buttes Elementary School,BIE School,ND,3,0,0,0,0,0,0,0,0,0,0,0,1,3
UIO-MRCNCN-00,"American Indian Council on Alcoholism, Inc.",Urban Indian Organization,WI,2,0,0,0,0,0,0,0,0,0,1,0,2,3
UIO-BTTWLL-00,Butte Native Wellness Center,Urban Indian Organization,MT,0,0,0,0,0,0,0,0,0,0,3,0,1,3
UIO-NWYRKC-00,"New York Indian Council, Inc.",Urban Indian Organization,NY,0,0,0,0,3,0,0,0,0,0,0,0,1,3
UIO-MNTNCN-00,Montana Consortium for Urban Indian Health,Urban Indian Organization,,2,0,0,0,0,0,0,0,0,0,1,0,2,3
NHO-HWNCV1-00,Hawaiian Civic Club of Wahiawa,Native Hawaiian Organization,HI,0,0,0,0,2,0,0,0,0,0,1,0,2,3
NHO-HKLLKH-00,Hui Kaleleiki Ohana,Native Hawaiian Organization,HI,0,0,0,0,3,0,0,0,0,0,0,0,1,3
CEDAR-ENT-000059,Cherokee Joint Venture Limited Liability Company,Individually Native-owned business,WA,0,0,0,0,0,0,0,0,3,0,0,0,1,3
CEDAR-ENT-000061,Cherokee Enterprises Inc,Individually Native-owned business,NC,0,0,0,0,0,0,0,0,3,0,0,0,1,3
CEDAR-ENT-000075,Cherokee Government Applications Llc,Individually Native-owned business,OK,0,0,0,0,0,0,0,0,3,0,0,0,1,3
TRBS-ACCHNK-00,Accohannock Indian Tribe,State-recognized tribe,MD,0,0,0,0,0,0,0,0,0,0,2,0,1,2
TRBS-GCDLAC-00,Grand Caillou/Dulac Band of Biloxi Chitimacha Choctaw,State-recognized tribe,LA,0,0,0,0,0,0,0,0,0,0,2,0,1,2
TRBS-HSSNMS-00,Hassanamisco Nipmuc Band,State-recognized tribe,MA,0,0,0,0,2,0,0,0,0,0,0,0,1,2
CNSF-PTTRUT-CD,Paiute Indian Tribe of Utah – Cedar Band of Paiutes,Federal-level constituency entity,UT,0,2,0,0,0,0,0,0,0,0,0,0,1,2
TRBS-PDMONT-00,Piedmont American Indian Association Lower Eastern Cherokee Nation,State-recognized tribe,SC,2,0,0,0,0,0,0,0,0,0,0,0,1,2
TRBS-PSHAWN-00,Piqua Shawnee Tribe,State-recognized tribe,AL,0,0,0,0,0,0,0,0,0,0,2,0,1,2
TRBS-PCWNAT-00,Piscataway Indian Nation,State-recognized tribe,MD,0,0,0,0,0,0,0,0,0,0,2,0,1,2
TRBS-SEACNK-00,Seaconke Wampanoag Tribe,State-recognized tribe,RI,0,0,0,0,0,0,0,0,0,0,2,0,1,2
TRBS-STRCHW-00,Sumter Tribe of Cheraw Indians,State-recognized tribe,SC,0,0,0,0,0,0,0,0,0,0,2,0,1,2
TRBS-WCCMWP-00,The Waccamaw Indian People,State-recognized tribe,SC,0,0,0,0,0,0,0,0,0,0,2,0,1,2
ANVC-AKUTA1-00,Akutan Corporation,Alaska Native Village Corporation,AK,0,1,0,0,0,0,0,0,0,0,1,0,2,2
ANVC-ASKINU-00,Askinuk Corporation,Alaska Native Village Corporation,AK,0,2,0,0,0,0,0,0,0,0,0,0,1,2
ANVC-ATQASU-00,Atqasuk Corporation,Alaska Native Village Corporation,AK,0,2,0,0,0,0,0,0,0,0,0,0,1,2
ANVC-AZACHO-00,"Azachorok, Inc.",Alaska Native Village Corporation,AK,2,0,0,0,0,0,0,0,0,0,0,0,1,2
ANVC-BLKFS1-00,Belkofski Corporation,Alaska Native Village Corporation,AK,0,2,0,0,0,0,0,0,0,0,0,0,1,2
ANVC-CHLKYT-00,Chalkyitsik Native Corporation,Alaska Native Village Corporation,AK,0,2,0,0,0,0,0,0,0,0,0,0,1,2
ANVC-CHEVA1-00,Chevak Company,Alaska Native Village Corporation,AK,0,2,0,0,0,0,0,0,0,0,0,0,1,2
ANVC-DNZHTH-00,Danzhit Hanlaii Corporation,Alaska Native Village Corporation,AK,0,2,0,0,0,0,0,0,0,0,0,0,1,2
ANVC-NGLSHB-00,The English Bay Corporation,Alaska Native Village Corporation,AK,0,2,0,0,0,0,0,0,0,0,0,0,1,2
ANVC-IGIUGI-00,Igiugig Native Corporation,Alaska Native Village Corporation,AK,0,2,0,0,0,0,0,0,0,0,0,0,1,2
ANVC-KNGCVH-00,"King Cove Holdings, LLC",Alaska Native Village Corporation,AK,0,0,0,0,0,2,0,0,0,0,0,0,1,2
ANVC-KUITSA-00,"Kuitsarak, Inc.",Alaska Native Village Corporation,AK,0,1,0,0,0,1,0,0,0,0,0,0,2,2
ANVC-MRYSGL-00,Mary's Igloo Native Corporation,Alaska Native Village Corporation,AK,0,2,0,0,0,0,0,0,0,0,0,0,1,2
ANVC-MSRCLQ-00,"Maserculiq, Inc.",Alaska Native Village Corporation,AK,2,0,0,0,0,0,0,0,0,0,0,0,1,2
ANVC-MNDSCH-00,Mendas Cha-ag Native Corporation,Alaska Native Village Corporation,AK,0,1,0,0,0,1,0,0,0,0,0,0,2,2
ANVC-NNLCH1-00,"Ninilchik Natives Association, Inc.",Alaska Native Village Corporation,AK,0,0,0,0,0,2,0,0,0,0,0,0,1,2
ANVC-NNPGLL-00,Nunapiglluraq Corporation,Alaska Native Village Corporation,AK,0,2,0,0,0,0,0,0,0,0,0,0,1,2
ANVC-OCEANS-00,Oceanside Corporation,Alaska Native Village Corporation,AK,0,2,0,0,0,0,0,0,0,0,0,0,1,2
ANVC-SCRVLL-00,Oscarville Native Corporation,Alaska Native Village Corporation,AK,0,2,0,0,0,0,0,0,0,0,0,0,1,2
ANVC-SHEEAT-00,"Shee Atika, Incorporated",Alaska Native Village Corporation,AK,0,0,0,0,2,0,0,0,0,0,0,0,1,2
ANVC-SWANLA-00,Swan Lake Corporation,Alaska Native Village Corporation,AK,0,2,0,0,0,0,0,0,0,0,0,0,1,2
ANVC-TLKSRM-00,"Tulkisarmute, Inc.",Alaska Native Village Corporation,AK,2,0,0,0,0,0,0,0,0,0,0,0,1,2
ANVC-TNNRMT-00,Tununrmiut Rinit Corporation,Alaska Native Village Corporation,AK,0,2,0,0,0,0,0,0,0,0,0,0,1,2
ANVC-LXNDRC-00,"Alexander Creek, Inc.",ANCSA Group Corporation,AK,0,0,0,0,0,1,0,0,0,0,1,0,2,2
NHO-PLTRNC-00,Pelatron Center for Economic Development,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,2,0,1,2
ITO-NAFOAX-00,NAFOA,Intertribal Organization,,0,0,0,0,0,0,0,0,0,0,2,0,1,2
ITO-SLFGVR-00,Self-Governance Communication and Educational Tribal Consortium,Intertribal Organization,,0,0,0,0,0,0,0,0,0,0,2,0,1,2
ITO-RZNGMN-00,Arizona Indian Gaming Association,Intertribal Organization,,0,0,0,0,0,0,0,0,0,0,2,0,1,2
ITO-MNNSTG-00,Minnesota Indian Gaming Association,Intertribal Organization,,0,0,0,0,0,0,0,0,0,0,2,0,1,2
ITO-ENERGY-00,"National Inter-Tribal Energy Council, Inc.",Intertribal Organization,,0,0,0,0,0,0,0,0,0,0,2,0,1,2
CDFI-CTZNPT-00,Citizen Potawatomi Community Development Corporation,Native Community Development Financial Institution,OK,0,0,0,0,0,0,0,0,0,0,2,0,1,2
CDFI-FRSTMR-00,"First American Capital Corporation, Inc.",Native Community Development Financial Institution,WI,0,0,0,0,0,0,0,0,0,0,2,0,1,2
CDFI-NTV360-00,"Native360 Loan Fund, Inc.",Native Community Development Financial Institution,NE,0,0,0,0,0,2,0,0,0,0,0,0,1,2
CDFI-SNCNTN-00,Seneca Nation of Indians Economic Development Company,Native Community Development Financial Institution,NY,2,0,0,0,0,0,0,0,0,0,0,0,1,2
CDFI-FRSTST-00,First State Bank,Native Financial Institution,TX,0,0,0,0,0,2,0,0,0,0,0,0,1,2
CDFI-CDFNTW-00,Native CDFI Network,Native Financial Institution,NE,0,0,0,0,0,2,0,0,0,0,0,0,1,2
BIE-ANETHX-00,Aneth Community School,BIE School,UT,2,0,0,0,0,0,0,0,0,0,0,0,1,2
BIE-DNNHTS-00,Dennehotso Boarding School,BIE School,AZ,2,0,0,0,0,0,0,0,0,0,0,0,1,2
BIE-KBTBRD-00,Kaibeto Boarding School,BIE School,AZ,2,0,0,0,0,0,0,0,0,0,0,0,1,2
BIE-MNYFRM-00,Many Farms High School,BIE School,AZ,2,0,0,0,0,0,0,0,0,0,0,0,1,2
BIE-RDRCKD-00,Red Rock Day School,BIE School,AZ,2,0,0,0,0,0,0,0,0,0,0,0,1,2
BIE-SNSTDY-00,Sanostee Day School,BIE School,NM,2,0,0,0,0,0,0,0,0,0,0,0,1,2
BIE-TAOSDA-00,Taos Day School,BIE School,NM,2,0,0,0,0,0,0,0,0,0,0,0,1,2
BIE-WNGTHG-00,Wingate High School,BIE School,NM,2,0,0,0,0,0,0,0,0,0,0,0,1,2
BIE-LGNLMN-00,Laguna Elementary School,BIE School,NM,2,0,0,0,0,0,0,0,0,0,0,0,1,2
BIE-PSCHLS-00,Paschal Sherman Indian School,BIE School,WA,2,0,0,0,0,0,0,0,0,0,0,0,1,2
BIE-TTTPTR-00,Tate Topa Tribal School (Four Winds),BIE School,ND,2,0,0,0,0,0,0,0,0,0,0,0,1,2
BIE-TRTLM4-00,Turtle Mountain Community High School,BIE School,ND,0,0,0,0,0,2,0,0,0,0,0,0,1,2
BIE-TOHAJI-00,TóHajiilee Community School,BIE School,NM,2,0,0,0,0,0,0,0,0,0,0,0,1,2
UIO-DNVRHL-00,"Denver Indian Health & Family Service, Inc.",Urban Indian Organization,CO,0,0,0,0,0,0,0,0,0,0,2,0,1,2
UIO-MRCNRH-00,"Native American Rehabilitation Association of the Northwest, Inc.",Urban Indian Organization,OR,2,0,0,0,0,0,0,0,0,0,0,0,1,2
NHO-LHFRST-00,Aloha First,Native Hawaiian Organization,HI,0,0,0,0,1,0,0,0,0,0,1,0,2,2
NHO-EOLAKA-00,E Ola Kākou Hawaiʻi,Native Hawaiian Organization,HI,0,0,0,0,2,0,0,0,0,0,0,0,1,2
NHO-KHKPNK-00,Kaha I Ka Panoa Kaleponi Hawaiian Civic Club,Native Hawaiian Organization,HI,0,0,0,0,2,0,0,0,0,0,0,0,1,2
NHO-KAMEAL-00,Kamealoha,Native Hawaiian Organization,HI,0,0,0,0,2,0,0,0,0,0,0,0,1,2
NHO-KWHPHN-00,Kawaihapai Ohana,Native Hawaiian Organization,HI,0,0,0,0,2,0,0,0,0,0,0,0,1,2
NHO-KWLLWL-00,Kawaileo Law A Limited Liability Law Company,Native Hawaiian Organization,HI,0,0,0,0,2,0,0,0,0,0,0,0,1,2
NHO-LP2020-00,La‘i‘Ōpua 2020,Native Hawaiian Organization,HI,0,0,0,0,2,0,0,0,0,0,0,0,1,2
NHO-MAHUOH-00,Mahu Ohana,Native Hawaiian Organization,HI,0,0,0,0,2,0,0,0,0,0,0,0,1,2
NHO-HWNCHR-00,Native Hawaiian Church,Native Hawaiian Organization,HI,0,0,0,0,2,0,0,0,0,0,0,0,1,2
NHO-MRYKWN-00,The Mary Kawena Pūku‘i Cultural Preservation Society,Native Hawaiian Organization,HI,0,0,0,0,2,0,0,0,0,0,0,0,1,2
CEDAR-ENT-000048,Bank Of Cherokee County,Individually Native-owned business,OK,0,0,0,0,0,0,0,0,2,0,0,0,1,2
CEDAR-ENT-000049,"Cherokee Unlimited, Inc",Individually Native-owned business,NV,0,0,0,0,0,0,0,0,2,0,0,0,1,2
CEDAR-ENT-000051,"Cherokee Components, Llc",Individually Native-owned business,TX,0,0,0,0,0,0,0,0,2,0,0,0,1,2
CEDAR-ENT-000052,Cherokee - Technical Specialis,Individually Native-owned business,FL,0,0,0,0,0,0,0,0,2,0,0,0,1,2
CEDAR-ENT-000056,"Cherokee Construction, Inc.",Individually Native-owned business,GA,0,0,0,0,0,0,0,0,2,0,0,0,1,2
CEDAR-ENT-000057,Cherokee Asphalt Solutions Llc,Individually Native-owned business,IL,0,0,0,0,0,0,0,0,2,0,0,0,1,2
CEDAR-ENT-000058,Cherokee Hardware,Individually Native-owned business,NC,0,0,0,0,0,0,0,0,2,0,0,0,1,2
CEDAR-ENT-000066,Cherokee Midwest Exterminating Company,Individually Native-owned business,OK,0,0,0,0,0,0,0,0,2,0,0,0,1,2
CEDAR-ENT-000067,Cherokee Products Incorporated,Individually Native-owned business,TX,0,0,0,0,0,0,0,0,2,0,0,0,1,2
CEDAR-ENT-000072,Cherokee Integrated Technologi,Individually Native-owned business,TX,0,0,0,0,0,0,0,0,2,0,0,0,1,2
CEDAR-ENT-000073,Cherokee Information Systems Limited Liability Company,Individually Native-owned business,NV,0,0,0,0,0,0,0,0,2,0,0,0,1,2
CEDAR-ENT-000077,Cherokee Construction And Excavating Llc,Individually Native-owned business,KY,0,0,0,0,0,0,0,0,2,0,0,0,1,2
CEDAR-ENT-000078,Cherokee Construction Enterprises,Individually Native-owned business,VA,0,0,0,0,0,0,0,0,2,0,0,0,1,2
TRBS-EDISTO-00,Edisto Natchez-Kusso Tribe of South Carolina,State-recognized tribe,SC,0,0,1,0,0,0,0,0,0,0,0,0,1,1
TRBS-RMAPGH-00,Ramapough Lenape Nation,State-recognized tribe,NJ,0,0,0,0,0,0,0,1,0,0,0,0,1,1
CNSS-SHGTCK-TR,Schaghticoke Indian Tribe,State-level constituency entity,CT,0,1,0,0,0,0,0,0,0,0,0,0,1,1
CNSF-TEMOAK-BT,Te-Moak Tribe of Western Shoshone Indians of Nevada – Battle Mountain Band,Federal-level constituency entity,NV,0,0,0,1,0,0,0,0,0,0,0,0,1,1
ANVC-ALAKAN-00,Alakanuk Native Corporation,Alaska Native Village Corporation,AK,0,1,0,0,0,0,0,0,0,0,0,0,1,1
ANVC-BNYLKN-00,Baan O Yeel Kon Corporation,Alaska Native Village Corporation,AK,0,1,0,0,0,0,0,0,0,0,0,0,1,1
ANVC-BRVGMS-00,Brevig Mission Native Corporation,Alaska Native Village Corporation,AK,0,1,0,0,0,0,0,0,0,0,0,0,1,1
ANVC-CHFRNR-00,"Chefarnrmute, Inc.",Alaska Native Village Corporation,AK,0,0,0,0,0,1,0,0,0,0,0,0,1,1
ANVC-CHLNWC-00,Chuloonawick Corporation,Alaska Native Village Corporation,AK,0,1,0,0,0,0,0,0,0,0,0,0,1,1
ANVC-DINEEG-00,Dineega Corporation,Alaska Native Village Corporation,AK,0,1,0,0,0,0,0,0,0,0,0,0,1,1
ANVC-DOTLA1-00,Dot Lake Native Corporation,Alaska Native Village Corporation,AK,0,1,0,0,0,0,0,0,0,0,0,0,1,1
ANVC-GLDCRK-00,"Gold Creek-Susitna Native Association, Inc.",Alaska Native Village Corporation,AK,0,0,0,0,0,1,0,0,0,0,0,0,1,1
ANVC-GOLOVI-00,Golovin Native Corporation,Alaska Native Village Corporation,AK,0,1,0,0,0,0,0,0,0,0,0,0,1,1
ANVC-HYLNGD-00,Hee-Yea-Lingde Corporation,Alaska Native Village Corporation,AK,0,1,0,0,0,0,0,0,0,0,0,0,1,1
ANVC-HNGWTC-00,Hungwitchin Corporation,Alaska Native Village Corporation,AK,0,1,0,0,0,0,0,0,0,0,0,0,1,1
ANVC-KASIGL-00,"Kasigluk, Inc.",Alaska Native Village Corporation,AK,0,1,0,0,0,0,0,0,0,0,0,0,1,1
ANVC-KNGSLN-00,King Island Native Corporation,Alaska Native Village Corporation,AK,0,1,0,0,0,0,0,0,0,0,0,0,1,1
ANVC-KLWCKH-00,Klawock Heenya Corporation,Alaska Native Village Corporation,AK,0,1,0,0,0,0,0,0,0,0,0,0,1,1
ANVC-KOKARM-00,Kokarmuit Corporation,Alaska Native Village Corporation,AK,0,1,0,0,0,0,0,0,0,0,0,0,1,1
ANVC-KGKKTL-00,"Kugkaktlik, Ltd.",Alaska Native Village Corporation,AK,0,1,0,0,0,0,0,0,0,0,0,0,1,1
ANVC-KUKULG-00,"Kukulget, Inc.",Alaska Native Village Corporation,AK,0,1,0,0,0,0,0,0,0,0,0,0,1,1
ANVC-LMVLLG-00,Lime Village Company,Alaska Native Village Corporation,AK,0,1,0,0,0,0,0,0,0,0,0,0,1,1
ANVC-NRKLKM-00,Nerklikmute Native Corporation,Alaska Native Village Corporation,AK,0,1,0,0,0,0,0,0,0,0,0,0,1,1
ANVC-NUNAMI-00,Nunamiut Corporation,Alaska Native Village Corporation,AK,0,1,0,0,0,0,0,0,0,0,0,0,1,1
ANVC-PTKSPN-00,Pitka's Point Native Corporation,Alaska Native Village Corporation,AK,0,1,0,0,0,0,0,0,0,0,0,0,1,1
ANVC-QMRTLK-00,Qemirtalek Coast Corporation,Alaska Native Village Corporation,AK,0,1,0,0,0,0,0,0,0,0,0,0,1,1
ANVC-QINARM-00,Qinarmiut Corporation,Alaska Native Village Corporation,AK,0,1,0,0,0,0,0,0,0,0,0,0,1,1
ANVC-STHDYH-00,Seth-De-Ya-Ah Corporation,Alaska Native Village Corporation,AK,0,1,0,0,0,0,0,0,0,0,0,0,1,1
ANVC-SHKTL1-00,Shaktoolik Native Corporation,Alaska Native Village Corporation,AK,0,1,0,0,0,0,0,0,0,0,0,0,1,1
ANVC-STUYAH-00,"Stuyahok, Ltd.",Alaska Native Village Corporation,AK,1,0,0,0,0,0,0,0,0,0,0,0,1,1
ANVC-TIHTEE-00,"Tihteet' Aii, Inc.",Alaska Native Village Corporation,AK,0,1,0,0,0,0,0,0,0,0,0,0,1,1
ANVC-UNGAXX-00,Unga Corporation,Alaska Native Village Corporation,AK,0,1,0,0,0,0,0,0,0,0,0,0,1,1
ANVC-TANALI-00,"Tanalian, Inc.",ANCSA Group Corporation,AK,0,0,0,0,0,1,0,0,0,0,0,0,1,1
NHO-HUIHUL-00,Hui Huliau,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-MENEHU-00,Menehune Foundation,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-KAPONO-00,Kapono Foundation,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-KINAIE-00,Kinai `Eha,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-MLMMLK-00,Malama Moloka`i Foundation,Native Hawaiian Organization,HI,0,0,0,0,1,0,0,0,0,0,0,0,1,1
NHO-ALIIGR-00,The Ali`i Group,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
ITO-GRTPLN-00,Great Plains Tribal Chairmen's Association,Intertribal Organization,,0,0,0,0,0,0,0,0,0,0,1,0,1,1
ITO-CLTNLR-00,Coalition of Large Tribes,Intertribal Organization,,0,0,0,0,0,1,0,0,0,0,0,0,1,1
CDFI-BAYBAN-00,Bay Bank,Native Community Development Financial Institution,WI,0,0,0,0,0,1,0,0,0,0,0,0,1,1
CDFI-CKNLTL-00,"Cook Inlet Lending Center, Inc.",Native Community Development Financial Institution,AK,0,0,0,0,0,0,0,0,0,0,1,0,1,1
CDFI-LCLBNK-00,Local Bank,Native Community Development Financial Institution,OK,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CDFI-MVSKKL-00,Mvskoke Loan Fund,Native Community Development Financial Institution,OK,0,0,0,0,0,0,0,0,0,0,1,0,1,1
CDFI-TAALAF-00,Taala Fund,Native Community Development Financial Institution,WA,0,0,0,0,0,0,0,0,0,0,1,0,1,1
CDFI-CHRKNT-00,"The Cherokee Nation d/b/a Cherokee Nation Economic Development Trust Authority, Inc",Native Community Development Financial Institution,OK,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CDFI-WSCNSN-00,"Wisconsin Native Loan Fund, Inc.",Native Community Development Financial Institution,WI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
CDFI-FMBANK-00,F&M Bank,Native Financial Institution,OK,0,0,0,0,0,1,0,0,0,0,0,0,1,1
CDFI-LGCYBN-00,Legacy Bank,Native Financial Institution,CA,0,0,0,0,0,1,0,0,0,0,0,0,1,1
BIE-MARIAN-00,Mariano Lake Community School,BIE School,NM,0,0,0,0,0,1,0,0,0,0,0,0,1,1
BIE-MSKWKS-00,Meskwaki Settlement School,BIE School,IA,0,0,0,0,0,1,0,0,0,0,0,0,1,1
UIO-TUCSON-00,Tucson Indian Center,Urban Indian Organization,AZ,0,0,0,0,0,1,0,0,0,0,0,0,1,1
UIO-CLFRNC-00,California Consortium for Urban Indian Health,Urban Indian Organization,,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-AHUPUA-00,Ahupua‘a o Moloka‘i,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-LKHKTR-00,Ala Kahakai Trail Association,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-CPTNKM-00,Captain Kimo's Hawaiian Adventures,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-EAOHAW-00,EAO Hawaii Inc,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-HANONA-00,Hanona,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-HWNCM1-00,"Hawaiian Community Assets, Inc",Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-HWNSLN-00,Hawaiian Islands Land Trust,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-HSTRCH-00,Historic Hawaiʻi Foundation,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-HMLMLN-00,Hui Mālama Ola Nā ‘Ōiwi,Native Hawaiian Organization,HI,0,0,0,0,1,0,0,0,0,0,0,0,1,1
NHO-HUIOKU-00,Hui o Kuapā,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-NSTTTF-00,Institute for Native Pacific Education and Culture,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-KLMLHM-00,Kalama‘ula Homesteaders Association,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-KNKCNM-00,Kanaka Economic Development Alliance,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-KPLCMM-00,Kapolei Community Development Corporation,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-KPLRGN-00,Kapule Organization,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-KAUHAK-00,Kauhakō Ohana Association,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-KAULUA-00,Kauluakalana,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-KKLNWM-00,Ke Kula Nui O Waimānalo,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-KKHCMM-00,Keaukaha Community Association,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-KIMOKE-00,Kimokeo Foundation,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-KOAIKE-00,Koa Ike,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-KUPEKE-00,Kupeke Ahupua‘a,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-MKHHWN-00,Makaha Hawaiian Civic Club,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-MKFRMR-00,Maku‘u Farmers Association,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-MLMNHL-00,Malama Anahola,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-NAAIKA-00,Na Aikane O Maui,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-NKKKKL-00,Na Koa Ikaika Ka Lahui Hawaii,Native Hawaiian Organization,HI,0,0,0,0,1,0,0,0,0,0,0,0,1,1
NHO-NNKLHS-00,Nanakuli Housing Corporation,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-HWNHSP-00,Native Hawaiian Hospitality Association,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-HWNLGL-00,Native Hawaiian Legal Corporation,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-HWNPHL-00,Native Hawaiian Philanthropy,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-NHNHLT-00,"Nohona Health, Inc",Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-RDRKMH-00,Order of Kamehameha I,Native Hawaiian Organization,HI,0,0,0,0,1,0,0,0,0,0,0,0,1,1
NHO-PPKLCM-00,Papakōlea Community Development Corporation,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-PRTNR1-00,Partners in Development Foundation,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-PKKLHW-00,Paukukalo Hawaiian Homes Community Association,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-PLDFNS-00,Pele Defense Fund,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-PHNHWN-00,Piihonua Hawaiian Homestead Community Association,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-PURPLE-00,Purple Maiʻa Foundation,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-SSTNHW-00,Sustain Hawaiʻi,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-WMHWNH-00,"Waimea Hawaiian Homesteaders’ Association, Inc",Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-WMNLCN-00,Waimānalo Canoe Club,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-WMNLHW-00,Waimānalo Hawaiian Homes Association,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-WMNLHL-00,Waimānalo Health Center,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-WNHWNC-00,Wai‘anae Hawaiian Civic Club,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NHO-HHSWLH-00,‘Ahahui Siwila Hawai‘i O Kapōlei,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,1,0,1,1
CEDAR-ENT-000088,Tallsalt Advisors / Mette Associates,Individually Native-owned business,,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CEDAR-ENT-000089,Tribal Energy Alternatives,Individually Native-owned business,,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CEDAR-ENT-000090,SAN JUAN SERVICES LLC,Individually Native-owned business,,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CEDAR-ENT-000091,FOUR CORNER PEST CONTROL LLC,Individually Native-owned business,,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CEDAR-ENT-000092,Laguna Creek LLC,Individually Native-owned business,,0,0,0,0,0,0,0,0,1,0,0,0,1,1
