tribe_id,canonical_name,entity_class,state,funding,federal-register,legislation,deals,nagpra,lobbying,contractors,subcontracting,native-owned-businesses,natural-resources,nonprofits,gaming,collections_present,total_rows
AKNF-LEVLCK-00-BRBYCO-BRBYAS,Levelock,Federally recognized Alaska Native Village,AK,42,3,0,0,2,0,0,0,0,0,5,0,4,52
TCU-CLLGMN-00,College of Menominee Nation,Tribal College or University,WI,22,0,0,0,0,9,0,0,0,0,19,0,3,50
TCU-SNTGLS-00,Sinte Gleska University,Tribal College or University,SD,21,0,0,0,0,8,0,0,0,0,21,0,3,50
AKNF-AKHIOK-00-KONIAG,Akhiok,Federally recognized Alaska Native Village,AK,16,3,0,0,27,0,0,0,0,0,3,0,4,49
AKNF-KALTAG-00-DOYONL-TNNACH,Kaltag,Federally recognized Alaska Native Village,AK,44,3,0,0,0,0,0,0,0,0,2,0,3,49
AKNF-VENTVL-00-DOYONL-CATHTG-TNNACH-VENTGV,Venetie,Federally recognized Alaska Native Village,AK,32,0,0,3,0,1,0,0,0,0,13,0,4,49
TCU-LTTLPR-00,Little Priest Tribal College,Tribal College or University,NE,28,0,0,0,0,6,0,0,0,0,15,0,3,49
AKNF-OHOGMT-00-CALSTA-ASVCPR,Ohogamiut,Federally recognized Alaska Native Village,AK,46,1,0,0,0,0,0,1,0,0,0,0,3,48
AKNF-UGASHK-00-BRBYCO-BRBYAS,Ugashik,Federally recognized Alaska Native Village,AK,40,3,0,0,0,0,0,1,0,0,4,0,4,48
ANVC-NLSNLG-00,Nelson Lagoon Corporation,Alaska Native Village Corporation,AK,0,1,0,0,0,0,47,0,0,0,0,0,2,48
AKNF-ALAKNK-00-CALSTA-ASVCPR,Alakanuk,Federally recognized Alaska Native Village,AK,45,1,0,0,0,0,0,1,0,0,0,0,3,47
AKNF-AMBLER-00-NANARC-MANLLQ,Ambler,Federally recognized Alaska Native Village,AK,33,10,0,0,4,0,0,0,0,0,0,0,3,47
AKNF-YUPIIT-00-CALSTA-ASVCPR,Andreafski,Federally recognized Alaska Native Village,AK,41,1,0,0,0,1,0,0,0,0,4,0,4,47
AKNF-NKLGNK-00-BRBYCO-BRBYAS,New Koliganek,Federally recognized Alaska Native Village,AK,40,0,0,0,2,0,0,1,0,0,4,0,4,47
ANVC-DLYCHT-00,"Deloycheet, Inc.",Alaska Native Village Corporation,AK,0,0,0,0,0,0,47,0,0,0,0,0,1,47
ANVC-NRTHW1-00,"Northway Natives, Inc.",Alaska Native Village Corporation,AK,0,0,0,0,0,0,47,0,0,0,0,0,1,47
TCU-TRTLMN-00,Turtle Mountain College,Tribal College or University,ND,22,0,0,0,0,6,0,0,0,0,19,0,3,47
TRBS-WCCMWS-00,Waccamaw Siouan Indians,State-recognized tribe,NC,43,0,0,0,0,0,0,1,0,0,2,0,3,46
AKNF-AKUTAN-00-ALEUTC-PRBLFA,Akutan,Federally recognized Alaska Native Village,AK,31,3,0,0,8,0,0,1,0,0,2,0,5,45
AKNF-CGNKBY-00-BRBYCO-BRBYAS,Chignik Bay,Federally recognized Alaska Native Village,AK,31,1,0,0,8,2,0,1,0,0,2,0,6,45
BIE-SANTAF-00,Santa Fe Indian School,BIE School,NM,23,0,0,0,0,4,0,0,0,0,18,0,3,45
AKNF-EGEGIK-00-BRBYCO-BRBYAS,Egegik,Federally recognized Alaska Native Village,AK,41,1,0,0,2,0,0,0,0,0,0,0,3,44
AKNF-NUIQST-00-ARCSLO,Nuiqsut,Federally recognized Alaska Native Village,AK,36,5,0,0,2,1,0,0,0,0,0,0,4,44
AKNF-STPAUL-00-ALEUTC-PRBLFA-PRBLFC,Saint Paul,Federally recognized Alaska Native Village,AK,0,8,0,5,2,8,0,0,0,0,21,0,5,44
AKNF-TNTTLK-00-CALSTA-ASVCPR,Tuntutuliak,Federally recognized Alaska Native Village,AK,40,4,0,0,0,0,0,0,0,0,0,0,2,44
AKNF-BLKFSK-00-ALEUTC-PRBLFA,Belkofski,Federally recognized Alaska Native Village,AK,26,6,0,2,7,0,0,1,0,0,1,0,6,43
AKNF-CLNWCK-00-CALSTA-ASVCPR,Chuloonawick,Federally recognized Alaska Native Village,AK,42,1,0,0,0,0,0,0,0,0,0,0,2,43
AKNF-KOBUKV-00-NANARC-MANLLQ,Kobuk,Federally recognized Alaska Native Village,AK,29,8,0,0,2,0,0,0,0,0,4,0,4,43
TRBS-CHKNAL-00,Cherokee Tribe of Northeast Alabama,State-recognized tribe,AL,0,0,0,0,0,2,37,0,0,0,3,0,3,42
TRBS-LABCTW-00,Louisiana Band of Choctaw,State-recognized tribe,LA,0,0,0,0,42,0,0,0,0,0,0,0,1,42
AKNF-NSTYHK-00-BRBYCO-BRBYAS,New Stuyahok,Federally recognized Alaska Native Village,AK,31,3,0,0,2,0,0,1,0,0,5,0,5,42
AKNF-NOORVK-00-NANARC-MANLLQ,Noorvik,Federally recognized Alaska Native Village,AK,38,2,0,0,2,0,0,0,0,0,0,0,3,42
AKNF-PILOTP-00-BRBYCO-BRBYAS,Pilot Point,Federally recognized Alaska Native Village,AK,34,1,0,0,3,0,4,0,0,0,0,0,4,42
ITO-NTDSTH-00,"United South and Eastern Tribes, Inc.",Intertribal Organization,,0,2,0,0,0,19,0,1,0,0,20,0,4,42
TCU-NBRSKN-00,Nebraska Indian Community College,Tribal College or University,NE,27,0,0,2,0,4,0,0,0,0,9,0,4,42
TCU-STHWST-00,Southwestern Indian Polytechnic Institute,Tribal College or University,NM,34,0,0,0,0,4,0,0,0,0,4,0,3,42
AKNF-NKLSKI-00-ALEUTC-PRBLFA,Nikolski,Federally recognized Alaska Native Village,AK,10,4,0,0,25,1,0,1,0,0,0,0,5,41
ITO-RBNHLT-00,National Council of Urban Indian Health,Intertribal Organization,,0,0,0,0,0,26,0,0,0,0,15,0,2,41
AKNF-NVUNGA-00-ALEUTC-PRBLFA,Unga,Federally recognized Alaska Native Village,AK,27,4,0,0,8,0,0,1,0,0,0,0,4,40
ITO-GRCLTR-00,Intertribal Agriculture Council,Intertribal Organization,,0,0,0,0,0,7,0,28,0,0,5,0,3,40
ITO-STHRNP-00,Southern Plains Tribal Health Board,Intertribal Organization,,0,0,0,0,0,6,0,29,0,0,5,0,3,40
UIO-HEALTH-00,Native Health,Urban Indian Organization,AZ,6,0,0,0,0,3,0,0,0,0,31,0,3,40
AKNF-CHEVAK-00-CALSTA-ASVCPR,Chevak,Federally recognized Alaska Native Village,AK,34,4,0,0,0,0,0,1,0,0,0,0,3,39
AKNF-CRKEDC-00-CALSTA-ASVCPR,Crooked Creek,Federally recognized Alaska Native Village,AK,36,2,0,0,0,0,0,1,0,0,0,0,3,39
AKNF-SHKTLK-00-BERSTR-KAWRAK,Shaktoolik,Federally recognized Alaska Native Village,AK,22,5,0,0,11,0,0,1,0,0,0,0,4,39
ITO-HOUSIN-00,National American Indian Housing Council,Intertribal Organization,,0,0,0,0,0,23,0,0,0,0,16,0,2,39
AKNF-SCMNBY-00-CALSTA-ASVCPR,Scammon Bay,Federally recognized Alaska Native Village,AK,33,2,0,0,0,0,0,1,0,0,2,0,4,38
CNSS-SHGTCK-TN,Schaghticoke Tribal Nation,State-level constituency entity,CT,0,4,0,0,0,34,0,0,0,0,0,0,2,38
AKNF-STGRGE-00-ALEUTC-PRBLFA-PRBLFC,St. George,Federally recognized Alaska Native Village,AK,3,22,0,0,7,0,0,0,0,0,6,0,4,38
AKNF-TNGRNQ-00-KONIAG,Tangirnaq,Federally recognized Alaska Native Village,AK,17,7,0,0,14,0,0,0,0,0,0,0,3,38
BIE-NAZLIN-00,Nazlini Community School,BIE School,AZ,28,0,0,0,0,1,0,0,0,0,9,0,3,38
CEDAR-ENT-000085,"Polu Kai Services, Llc",Individually Native-owned business,VA,0,0,0,0,0,0,0,19,19,0,0,0,2,38
AKNF-VEKWOK-00-BRBYCO-BRBYAS,Ekwok,Federally recognized Alaska Native Village,AK,28,1,0,0,2,0,0,1,0,0,5,0,5,37
AKNF-NKOLAI-00-DOYONL-TNNACH,Nikolai,Federally recognized Alaska Native Village,AK,34,3,0,0,0,0,0,0,0,0,0,0,2,37
AKNF-TELLER-00-BERSTR-KAWRAK,Teller,Federally recognized Alaska Native Village,AK,8,5,0,0,22,0,0,0,0,0,2,0,4,37
BIE-NVJPRP-00,Navajo Preparatory School,BIE School,NM,20,0,0,0,0,10,0,0,0,0,7,0,3,37
AKNF-SSHMRF-00-BERSTR-KAWRAK,Shishmaref IRA,Federally recognized Alaska Native Village,AK,31,0,0,0,4,0,0,1,0,0,0,0,3,36
AKNF-TATTLK-00-CHGCCO-CHGCMT,Tatitlek,Federally recognized Alaska Native Village,AK,20,3,0,0,12,0,0,1,0,0,0,0,4,36
ITO-LSKFDR-00,Alaska Federation of Natives,Intertribal Organization,,0,0,0,0,0,24,0,0,0,0,12,0,2,36
TCU-BYMLL1-00,Bay Mills Community College,Tribal College or University,MI,16,0,0,0,0,6,0,0,0,0,14,0,3,36
AKNF-FSPASS-00-ALEUTC-PRBLFA,False Pass,Federally recognized Alaska Native Village,AK,24,6,0,3,2,0,0,0,0,0,0,0,4,35
AKNF-NAPAKK-00-CALSTA-ASVCPR,Napakiak,Federally recognized Alaska Native Village,AK,33,2,0,0,0,0,0,0,0,0,0,0,2,35
AKNF-TELIDA-00-DOYONL-TNNACH,Telida,Federally recognized Alaska Native Village,AK,32,2,0,0,0,0,0,1,0,0,0,0,3,35
AKNF-NANWLK-00-CHGCCO-CHGCMT,Nanwalek,Federally recognized Alaska Native Village,AK,10,2,0,0,16,0,6,0,0,0,0,0,4,34
AKNF-GRYLNG-00-DOYONL-TNNACH,Grayling,Federally recognized Alaska Native Village,AK,23,6,0,0,2,0,0,0,0,0,2,0,4,33
AKNF-SNKNEK-00-BRBYCO-BRBYAS,South Naknek,Federally recognized Alaska Native Village,AK,29,0,0,0,3,1,0,0,0,0,0,0,3,33
NHO-HAWAII-00,Hawaiian Native Corporation,Native Hawaiian Organization,HI,0,7,0,0,0,2,0,0,0,0,24,0,3,33
AKNF-BREVIG-00-BERSTR-KAWRAK,Brevig Mission,Federally recognized Alaska Native Village,AK,17,1,0,0,14,0,0,0,0,0,0,0,3,32
TRBS-UHOUMA-00,United Houma Nation,State-recognized tribe,LA,17,1,0,0,0,4,0,4,0,0,6,0,5,32
ANVC-PEDROB-00,Pedro Bay Corporation,Alaska Native Village Corporation,AK,0,2,0,0,0,2,28,0,0,0,0,0,3,32
ANVC-SIVUQA-00,"Sivuqaq, Inc.",Alaska Native Village Corporation,AK,0,1,0,0,0,0,31,0,0,0,0,0,2,32
TCU-HSKLLN-00,Haskell Indian Nations University,Tribal College or University,KS,22,0,0,0,0,7,0,0,0,0,3,0,3,32
AKNF-IQUGMT-00-CALSTA-ASVCPR,Iqugmiut,Federally recognized Alaska Native Village,AK,31,0,0,0,0,0,0,0,0,0,0,0,1,31
AKNF-SOLOMN-00-BERSTR-KAWRAK,Solomon,Federally recognized Alaska Native Village,AK,23,1,0,0,2,0,4,1,0,0,0,0,5,31
ANVC-LEISNO-00,"Leisnoi, Inc.",Alaska Native Village Corporation,AK,1,0,0,0,15,1,14,0,0,0,0,0,4,31
ANVC-SLDVSS-00,"Seldovia Native Association, Inc.",Alaska Native Village Corporation,AK,0,0,2,0,0,3,26,0,0,0,0,0,3,31
ITO-EDUCAT-00,National Indian Education Association,Intertribal Organization,,0,0,0,0,0,27,0,0,0,0,4,0,2,31
AKNF-ACSRMT-00-CALSTA-ASVCPR,Asa'carsarmiut,Federally recognized Alaska Native Village,AK,21,0,0,0,0,1,0,0,0,0,8,0,3,30
AKNF-BIRCHC-00-DOYONL-TNNACH,Birch Creek,Federally recognized Alaska Native Village,AK,11,2,0,0,0,0,17,0,0,0,0,0,3,30
ANVC-QANIRT-00,"Qanirtuuq, Inc.",Alaska Native Village Corporation,AK,8,2,0,0,0,0,20,0,0,0,0,0,3,30
AKNF-KLSKAG-00-CALSTA-ASVCPR,Kalskag,Federally recognized Alaska Native Village,AK,26,2,0,0,0,0,0,1,0,0,0,0,3,29
AKNF-UMKUMT-00-CALSTA-ASVCPR,Umkumiut,Federally recognized Alaska Native Village,AK,29,0,0,0,0,0,0,0,0,0,0,0,1,29
ANVC-KKTRBL-00,Kake Tribal Corporation,Alaska Native Village Corporation,AK,3,1,5,0,1,5,14,0,0,0,0,0,6,29
TCU-CHFDLL-00,Chief Dull Knife College,Tribal College or University,MT,13,0,0,0,0,6,0,0,0,0,10,0,3,29
UIO-HLTHB1-00,"Indian Health Board of Minneapolis, Inc.",Urban Indian Organization,MN,21,0,0,0,0,7,0,0,0,0,1,0,3,29
AKNF-INALIK-00-BERSTR-KAWRAK,Diomede,Federally recognized Alaska Native Village,AK,13,1,0,0,2,2,0,0,0,0,10,0,5,28
AKNF-KNGISL-00-BERSTR-KAWRAK,King Island,Federally recognized Alaska Native Village,AK,19,4,0,0,4,1,0,0,0,0,0,0,4,28
AKNF-MNLYHS-00-DOYONL-TNNACH,Manley Hot Springs,Federally recognized Alaska Native Village,AK,25,2,0,0,0,0,0,1,0,0,0,0,3,28
TRBS-SANTSC-00,The Santee Indian Organization,State-recognized tribe,SC,3,0,0,0,0,0,23,0,0,0,2,0,3,28
ANVC-PLTPNT-00,Pilot Point Native Corporation,Alaska Native Village Corporation,AK,0,1,0,0,0,0,27,0,0,0,0,0,2,28
ITO-CNTRFR-00,National Center for American Indian Enterprise Development,Intertribal Organization,,0,1,0,0,0,11,0,0,0,0,16,0,3,28
TCU-NVJTCH-00,Navajo Technical University,Tribal College or University,NM,0,0,0,0,0,13,0,0,0,0,15,0,2,28
CDFI-FRBNDS-00,"Four Bands Community Fund, Incorporated",Native Community Development Financial Institution,SD,6,0,0,0,0,8,0,0,0,0,14,0,3,28
AKNF-VWALES-00-BERSTR-KAWRAK,Wales,Federally recognized Alaska Native Village,AK,11,7,0,0,8,0,0,1,0,0,0,0,4,27
ITO-HGHRDC-00,American Indian Higher Education Consortium,Intertribal Organization,,0,2,0,0,0,20,0,0,0,0,5,0,3,27
TCU-LSGVKC-00,Iḷisaġvik College,Tribal College or University,AK,8,0,0,0,0,6,0,0,0,0,13,0,3,27
BIE-CHLCHN-00,Chilchinbeto Community School,BIE School,AZ,17,0,0,0,0,0,0,0,0,0,10,0,2,27
BIE-TAKINI-00,Takini School,BIE School,SD,11,0,0,0,0,0,0,0,0,0,16,0,2,27
AKNF-ALATNA-00-DOYONL-TNNACH,Alatna,Federally recognized Alaska Native Village,AK,24,2,0,0,0,0,0,0,0,0,0,0,2,26
AKNF-NVEKUK-00-BRBYCO-BRBYAS,Ekuk,Federally recognized Alaska Native Village,AK,23,1,0,0,2,0,0,0,0,0,0,0,3,26
AKNF-TKOTNA-00-DOYONL-TNNACH,Takotna,Federally recognized Alaska Native Village,AK,20,2,0,0,0,0,4,0,0,0,0,0,3,26
AKNF-TWINHL-00-BRBYCO-BRBYAS,Twin Hills,Federally recognized Alaska Native Village,AK,19,2,0,0,0,0,4,1,0,0,0,0,4,26
ANVC-PENINS-00,Alaska Peninsula Corporation,Alaska Native Village Corporation,AK,4,4,0,0,0,0,18,0,0,0,0,0,3,26
ANVC-TGKNTV-00,"Togiak Natives, Ltd.",Alaska Native Village Corporation,AK,7,0,0,0,0,0,19,0,0,0,0,0,2,26
CDFI-HPCRDT-00,Hopi Credit Association,Native Community Development Financial Institution,AZ,26,0,0,0,0,0,0,0,0,0,0,0,1,26
UIO-STTLHL-00,Seattle Indian Health Board,Urban Indian Organization,WA,8,0,0,0,0,16,0,0,0,0,2,0,3,26
AKNF-NVLEEK-00-CALSTA-ASVCPR,Eek,Federally recognized Alaska Native Village,AK,22,3,0,0,0,0,0,0,0,0,0,0,2,25
AKNF-LKLSKG-00-CALSTA-ASVCPR,Lower Kalskag,Federally recognized Alaska Native Village,AK,22,3,0,0,0,0,0,0,0,0,0,0,2,25
ITO-TIMBER-00,Intertribal Timber Council,Intertribal Organization,,0,0,0,0,0,22,0,0,0,0,3,0,2,25
UIO-FRSTNT-00,First Nations Community HealthSource,Urban Indian Organization,NM,19,0,0,0,0,4,0,0,0,0,2,0,3,25
UIO-MRCNSF-00,Native Americans for Community Action,Urban Indian Organization,AZ,22,0,0,0,0,1,0,0,0,0,2,0,3,25
UIO-NVDRBN-00,"Nevada Urban Indians, Inc.",Urban Indian Organization,NV,23,0,0,0,0,0,0,0,0,0,2,0,2,25
AKNF-ALKNGK-00-BRBYCO-BRBYAS,Aleknagik,Federally recognized Alaska Native Village,AK,19,3,0,0,2,0,0,0,0,0,0,0,3,24
AKNF-MIGLOO-00-BERSTR-KAWRAK,Mary's Igloo,Federally recognized Alaska Native Village,AK,14,5,0,2,2,0,0,1,0,0,0,0,5,24
ITO-GRTLKS-00,Great Lakes Indian Fish & Wildlife Commission,Intertribal Organization,,0,0,0,0,0,14,0,0,0,0,10,0,2,24
TCU-DNCLLG-00,Diné College,Tribal College or University,AZ,2,0,0,0,0,10,0,0,0,0,12,0,3,24
BIE-GLCRSS-00,Gila Crossing Community School,BIE School,AZ,16,0,0,0,0,0,0,0,0,0,8,0,2,24
BIE-WIDERU-00,Wide Ruins Community School,BIE School,AZ,13,0,0,0,0,0,0,0,0,0,11,0,2,24
BIE-WNSLWR-00,Winslow Residential Hall,BIE School,AZ,13,0,0,0,0,0,0,0,0,0,11,0,2,24
CEDAR-ENT-000083,Frontier Electronic Systems Corp.,Individually Native-owned business,OK,0,0,0,0,0,0,0,0,24,0,0,0,1,24
AKNF-ATQSUK-00-ARCSLO,Atqasuk,Federally recognized Alaska Native Village,AK,21,1,0,0,1,0,0,0,0,0,0,0,3,23
AKNF-CGNKLK-00-BRBYCO-BRBYAS,Chignik Lake,Federally recognized Alaska Native Village,AK,15,2,0,0,5,0,0,1,0,0,0,0,4,23
AKNF-SHNGNK-00-NANARC-MANLLQ,Shungnak,Federally recognized Alaska Native Village,AK,13,5,0,0,2,0,0,0,0,0,3,0,4,23
TCU-NTHDTS-00,Nueta Hidatsa Sahnish College,Tribal College or University,ND,0,0,0,0,0,6,0,0,0,0,17,0,2,23
BIE-KCKPNT-00,Kickapoo Nation School,BIE School,KS,13,0,0,0,0,0,0,0,0,0,10,0,2,23
BIE-LTTLSN-00,Little Singer Community School,BIE School,AZ,13,0,0,0,0,0,0,0,0,0,10,0,2,23
BIE-LUKACH-00,Lukachukai Community School,BIE School,AZ,12,0,0,0,0,0,0,0,0,0,11,0,2,23
UIO-SNDGMR-00,San Diego American Indian Health Center,Urban Indian Organization,CA,19,0,0,0,0,2,0,0,0,0,2,0,3,23
CEDAR-ENT-000055,The Cherokee 8A Group Incorporated,Individually Native-owned business,NJ,0,0,0,0,0,0,0,0,23,0,0,0,1,23
CEDAR-ENT-000076,"Cherokee Information Services,",Individually Native-owned business,VA,0,0,0,0,0,0,0,0,23,0,0,0,1,23
ANVC-EMMONA-00,Emmonak Corporation,Alaska Native Village Corporation,AK,2,2,0,0,0,0,18,0,0,0,0,0,3,22
ANVC-SEALIO-00,Sea Lion Corporation,Alaska Native Village Corporation,AK,11,3,0,0,0,1,7,0,0,0,0,0,4,22
BIE-MARTYX-00,Marty Indian School,BIE School,SD,13,0,0,0,0,1,0,0,0,0,8,0,3,22
UIO-HLNLLN-00,Helena Indian Alliance,Urban Indian Organization,MT,19,0,0,0,0,0,0,0,0,0,3,0,2,22
CEDAR-ENT-000081,"Northcon, Inc.",Individually Native-owned business,ID,0,0,0,0,0,0,0,0,22,0,0,0,1,22
AKNF-KAGUYK-00-KONIAG,Kaguyuk,Federally recognized Alaska Native Village,AK,8,3,0,0,10,0,0,0,0,0,0,0,3,21
TRBS-MTPNIT-00,Mattaponi,State-recognized tribe,VA,6,9,0,2,4,0,0,0,0,0,0,0,4,21
ITO-FRHWND-00,Council for Native Hawaiian Advancement,Intertribal Organization,,0,0,0,0,2,16,0,0,0,0,3,0,3,21
ITO-GRTLK1-00,"Great Lakes Inter-Tribal Council, Inc.",Intertribal Organization,,0,0,0,0,0,1,0,8,0,0,12,0,3,21
ITO-GRTPL1-00,Great Plains Tribal Leaders Health Board,Intertribal Organization,,0,0,0,0,0,7,0,4,0,0,10,0,3,21
BIE-BLCKMS-00,Black Mesa Community School,BIE School,AZ,13,0,0,0,0,0,0,0,0,0,8,0,2,21
BIE-PINONX-00,Pinon Community School,BIE School,AZ,16,0,0,0,0,0,0,0,0,0,5,0,2,21
BIE-TSPZNT-00,Tiospa Zina Tribal School,BIE School,SD,13,0,0,0,0,0,0,0,0,0,8,0,2,21
TRBS-MSSISQ-00,Abenaki Nation of Missisquoi,State-recognized tribe,VT,0,0,0,0,19,0,0,0,0,0,1,0,2,20
ITO-LSKVLL-00,Alaska Native Village Corporation Association,Intertribal Organization,,0,0,0,0,0,4,0,0,0,0,16,0,2,20
BIE-ALAMON-00,Alamo Navajo Community School,BIE School,NM,9,0,0,0,0,2,0,0,0,0,9,0,3,20
BIE-CSBLNC-00,Casa Blanca Community School,BIE School,AZ,11,0,0,0,0,0,0,0,0,0,9,0,2,20
BIE-DILCON-00,Dilcon Community School,BIE School,AZ,10,0,0,0,0,0,0,0,0,0,10,0,2,20
BIE-KNDHLC-00,Kin Dah Lichi'i Olta',BIE School,AZ,12,0,0,0,0,0,0,0,0,0,8,0,2,20
UIO-MRCNHL-00,American Indian Health Service of Chicago,Urban Indian Organization,IL,19,0,0,0,0,0,0,0,0,0,1,0,2,20
CEDAR-ENT-000084,"Hal Hays Construction, Inc.",Individually Native-owned business,CA,0,0,0,0,0,0,0,0,20,0,0,0,1,20
AKNF-IVNFBY-00-BRBYCO-BRBYAS,Ivanof Bay,Federally recognized Alaska Native Village,AK,14,1,0,0,3,0,0,0,0,0,1,0,4,19
AKNF-KOYUKV-00-BERSTR-KAWRAK,Koyuk,Federally recognized Alaska Native Village,AK,12,4,0,0,2,0,0,1,0,0,0,0,4,19
AKNF-SHGELK-00-DOYONL-TNNACH,Shageluk,Federally recognized Alaska Native Village,AK,15,4,0,0,0,0,0,0,0,0,0,0,2,19
ANVC-SHSHMR-00,Shishmaref Native Corporation,Alaska Native Village Corporation,AK,3,1,0,0,0,2,0,0,0,0,13,0,4,19
ITO-FFLTDN-00,Affiliated Tribes of Northwest Indians,Intertribal Organization,,0,0,0,0,0,7,0,0,0,0,12,0,2,19
ITO-ARIZON-00,"Inter Tribal Council of Arizona, Inc.",Intertribal Organization,,0,0,0,0,0,5,0,0,0,0,14,0,2,19
TCU-NHNKDC-00,Aaniiih Nakoda College,Tribal College or University,MT,0,0,0,0,0,7,0,0,0,0,12,0,2,19
CDFI-JMSTWN-00,"Jamestown S'Klallam Tribal Capital, Incorporated",Native Community Development Financial Institution,WA,5,0,0,0,7,0,0,0,0,0,7,0,3,19
CDFI-LCHLKF-00,"Leech Lake Financial Services, Inc.",Native Financial Institution,MN,18,0,0,0,0,0,0,0,0,0,1,0,2,19
BIE-OJIBWA-00,Ojibwa Indian School,BIE School,ND,19,0,0,0,0,0,0,0,0,0,0,0,1,19
BIE-RGHRCK-00,Rough Rock Community School,BIE School,AZ,7,0,0,0,0,1,0,0,0,0,11,0,3,19
BIE-WAHELU-00,Wa He Lut Indian School,BIE School,WA,8,0,0,0,0,0,0,0,0,0,11,0,2,19
UIO-MRCNH1-00,American Indian Health & Family Services,Urban Indian Organization,MI,14,0,0,0,0,5,0,0,0,0,0,0,2,19
AKNF-ANKTVK-00-ARCSLO,Anaktuvuk Pass,Federally recognized Alaska Native Village,AK,8,3,0,0,7,0,0,0,0,0,0,0,3,18
AKNF-OGSNKL-00-BRBYCO-BRBYAS,Portage Creek,Federally recognized Alaska Native Village,AK,14,2,0,0,2,0,0,0,0,0,0,0,3,18
AKNF-STNYRV-00-CALSTA-ASVCPR,Stony River,Federally recognized Alaska Native Village,AK,12,3,0,0,0,0,0,1,0,0,2,0,4,18
ANVC-KHKKGY-00,"Akhiok-Kaguyak, Inc.",Alaska Native Village Corporation,AK,0,0,0,0,18,0,0,0,0,0,0,0,1,18
ANVC-ATXAMX-00,Atxam Corporation,Alaska Native Village Corporation,AK,4,5,0,0,9,0,0,0,0,0,0,0,3,18
ITO-GAMING-00,Indian Gaming Association,Intertribal Organization,,0,0,0,0,0,14,0,0,0,0,4,0,2,18
TCU-CLLGMS-00,College of the Muscogee Nation,Tribal College or University,OK,0,0,0,0,0,4,0,0,0,0,14,0,2,18
CDFI-SPRCRT-00,"Spruce Root, Inc.",Native Community Development Financial Institution,AK,0,0,0,0,0,2,0,2,0,0,14,0,3,18
BIE-MRCNHR-00,American Horse School,BIE School,SD,10,0,0,0,0,0,0,0,0,0,8,0,2,18
BIE-SNWCWY-00,Isna Wica Owayawa (Loneman School),BIE School,SD,9,0,0,0,0,0,0,0,0,0,9,0,2,18
UIO-FMLYHL-00,Indian Family Health Clinic,Urban Indian Organization,MT,15,0,0,0,0,0,0,0,0,0,3,0,2,18
UIO-MRCNH2-00,American Indian Health & Services Corporation,Urban Indian Organization,CA,14,0,0,0,0,0,0,0,0,0,4,0,2,18
CEDAR-ENT-000062,"Cherokee Construction Services, Llc",Individually Native-owned business,WA,0,0,0,0,0,0,0,0,18,0,0,0,1,18
CEDAR-ENT-000082,"Diversified Service Contracting, Inc.",Individually Native-owned business,NC,0,0,0,0,0,0,0,0,18,0,0,0,1,18
AKNF-NNMIQA-00-CALSTA-ASVCPR,Nunam Iqua,Federally recognized Alaska Native Village,AK,16,0,0,0,0,0,0,1,0,0,0,0,2,17
ANVC-ELIMXX-00,Elim Native Corporation,Alaska Native Village Corporation,AK,2,2,2,0,0,0,0,0,0,0,11,0,4,17
BIE-STSTPH-00,St. Stephens Indian School,BIE School,WY,17,0,0,0,0,0,0,0,0,0,0,0,1,17
BIE-BLCKWT-00,Blackwater Community School,BIE School,AZ,5,0,0,0,0,1,0,0,0,0,11,0,3,17
BIE-CRZYHR-00,Crazy Horse School,BIE School,SD,12,0,0,0,0,0,0,0,0,0,5,0,2,17
BIE-ISLAND-00,Indian Island School,BIE School,ME,17,0,0,0,0,0,0,0,0,0,0,0,1,17
BIE-KHAPOX-00,Kha'p'o Community School,BIE School,NM,2,0,0,0,0,0,0,0,0,0,15,0,2,17
BIE-LTTLWN-00,Little Wound School,BIE School,SD,14,0,0,0,0,0,0,0,0,0,3,0,2,17
BIE-WNDDKN-00,Wounded Knee District School,BIE School,SD,14,0,0,0,0,0,0,0,0,0,3,0,2,17
CEDAR-ENT-000079,Hidden Water Inc,Individually Native-owned business,KS,0,0,0,0,0,0,0,0,17,0,0,0,1,17
CEDAR-ENT-000086,"Bmi Defense Systems, Inc.",Individually Native-owned business,TX,0,0,0,0,0,0,0,0,17,0,0,0,1,17
AKNF-PNTLAY-00-ARCSLO,Point Lay IRA,Federally recognized Alaska Native Village,AK,15,0,0,0,1,0,0,0,0,0,0,0,2,16
ANVC-STMCH1-00,St. Michael Native Corporation,Alaska Native Village Corporation,AK,0,2,0,0,0,0,0,0,0,0,14,0,2,16
ITO-NEVADA-00,"Inter-Tribal Council of Nevada, Incorporated",Intertribal Organization,,0,0,0,2,4,1,0,0,0,0,9,0,4,16
BIE-CHFLSC-00,Chief Leschi Schools,BIE School,WA,6,0,0,0,0,0,0,0,0,0,10,0,2,16
BIE-NMYSWM-00,Enemy Swim Day School,BIE School,SD,5,0,0,0,0,0,0,0,0,0,11,0,2,16
UIO-MRCNH3-00,"Native American Health Center, Inc.",Urban Indian Organization,CA,12,0,0,0,0,2,0,0,0,0,2,0,3,16
CEDAR-ENT-000087,"Northwind Engineering, Llc",Individually Native-owned business,PA,0,0,0,0,0,0,0,0,16,0,0,0,1,16
TRBS-PWHTAN-00,Powhatan Renape Nation,State-recognized tribe,NJ,15,0,0,0,0,0,0,0,0,0,0,0,1,15
